"symbol","PC1_tau","PC1_pval"
"ARHGAP35",-0.0257204742956253,0.647478177254367
"ARHGAP5",-0.0501460898599436,0.372686753115621
"ARHGAP9",-0.150932904439695,0.00728426762955827
"ARHGDIB",0.0383045950195172,0.496153318294771
"ARHGEF10",-0.0867921055771828,0.122893991370667
"ARHGEF12",0.0242352097538667,0.666406112348883
"ARHGEF15",-0.0492240044594701,0.381815803911991
"ARHGEF17",-0.0799260302913588,0.155296104966181
"ARHGEF2",0.0546769044786907,0.331272801620595
"ARHGEF26",-0.0694683320088828,0.216902165761491
"ARHGEF6",0.038455589821946,0.494222956847856
"ARHGEF7",0.00398215798838971,0.943539762779853
"ARID1A",-0.0724133735154938,0.198043819643218
"ARID1B",-0.0398578968817633,0.478788749978085
"ARID2",0.0682556678591018,0.225033400777592
"ARID4A",-0.0271240743703657,0.629858113309646
"ARID4B",-0.0807919677809726,0.150869743710096
"ARIH1",0.160684722435197,0.00426973961687778
"ARIH2",0.0107380696683318,0.84859267699764
"ARL13B",-0.0223402618820575,0.691202359081139
"ARL17A",-0.071564983382444,0.203454291840426
"ARL17B",-0.103050829881571,0.0669272652723383
"ARL2",0.113669345706458,0.043228261658516
"ARL2BP",0.0341136982233861,0.544112588806275
"ARL3",-0.0297968905374759,0.596363724700251
"ARL4A",-0.133153611586925,0.0178884861390032
"ARL4C",0.0160977713009759,0.774600318492859
"ARL4D",-0.101047868309405,0.0726068894901917
"ARL6IP1",0.0880585479459266,0.117398154377659
"ARL6IP5",-0.0108224256404325,0.847389181061901
"ARL8B",-0.0222675102085433,0.692327489301083
"ARMC1",-0.0778671350044352,0.166313602579932
"ARMC8",-0.0600836192726437,0.285301732807859
"ARMCX3",-0.0221689180249431,0.693475447254605
"ARNT2",0.140829707733955,0.0122481787548393
"ARPC1A",0.00701409366587222,0.900753865863732
"ARPC1B",0.0423583819804202,0.451519259579812
"ARPC2",0.0574911056353513,0.306638538608
"ARPC3",-0.0708718600567061,0.207870613726799
"ARPC4",0.0272747714876764,0.627689011959461
"ARPC5",0.0485871440611889,0.387731598896421
"ARPP19",0.0132521375480296,0.813769819244808
"ARPP21",-0.0881487852555601,0.117036773499875
"ARRB2",0.0810349677798192,0.149565109334168
"ARRDC3",0.0805822697826954,0.152166402198944
"ARSB",-0.0192230160380494,0.732504645425897
"ARX",0.172575032119064,0.00214107790582542
"ASAH1",-0.0655895145053201,0.243796107276293
"ASAP1",-0.0305625300085814,0.586798234249054
"ASCL1",-0.00831059058446548,0.882499392339442
"ASF1A",0.0195726196034201,0.727871411128866
"ASF1B",0.0982502314233554,0.0808083849489337
"ASH1L",-0.0550667819037401,0.327484099322435
"ASNS",0.090129160733522,0.108994401656764
"ASNSD1",-0.0186253725504373,0.740623323380468
"ASPA",0.0347384855475598,0.536971927126057
"ASPH",0.0121316705866911,0.829332316743103
"ASPM",0.0914164964291203,0.103988598835301
"ASTN1",-0.00303103232440029,0.957025252345865
"ASTN2",0.0334182666271477,0.552320091500396
"ASXL1",-0.0220978880653139,0.694597299637123
"ASXL3",0.034045448429404,0.545121824803277
"ATAD2",0.0448351380446534,0.425156912199862
"ATAD2B",0.0055463666996586,0.921502347079663
"ATAD5",-0.0674174265460406,0.230961221289579
"ATAT1",0.0762246037005198,0.175454192821581
"ATCAY",0.00268462863018311,0.961932713088074
"ATF3",-0.0740806273474883,0.188026023487177
"ATF4",-0.103877551122141,0.0648789156143732
"ATF6",-0.016967455776617,0.762833895989047
"ATF7",-0.0395733432753532,0.481675002436432
"ATF7IP",0.146075740899274,0.00943428919843924
"ATG12",0.0129842228018611,0.817362014789277
"ATG3",0.0758529822041951,0.177431660986527
"ATG4C",-0.0277919890446307,0.621154655983695
"ATL1",-0.0751452895996507,0.181896133679266
"ATL3",0.0637409204783946,0.257143295505555
"ATM",-0.0401578810949076,0.475000126377469
"ATN1",-0.0176761107910429,0.75344635821704
"ATOX1",0.0155862292200401,0.781679354644809
"ATP10B",0.0828702177560459,0.14063643746098
"ATP11A",-0.0672385390874964,0.23216233321481
"ATP13A3",-0.00736168849411953,0.895878818983195
"ATP13A4",0.0114355865322994,0.838950057483161
"ATP1A1",-0.0851976625680507,0.129778197557477
"ATP1A2",0.0937527052740607,0.0957253989164946
"ATP1A3",-0.00563279499704081,0.920281087647685
"ATP1B1",-0.100898436419403,0.072866057896728
"ATP1B2",-0.17670249039666,0.00168425628115787
"ATP1B3",-0.0709144058679586,0.207325574493497
"ATP2A2",-0.0614892031788861,0.274331838412592
"ATP2B1",-0.097633273579863,0.0824473375851268
"ATP2B4",0.052722491649073,0.348438978113432
"ATP2C1",0.016794318472774,0.765182476550837
"ATP6AP2",-0.0401228320558445,0.475918216403595
"ATP6V0A1",0.0464931405512981,0.408366612660584
"ATP6V0B",0.0168815859960086,0.764007666877752
"ATP6V0D1",0.0813182672174821,0.148256854119822
"ATP6V0E1",-0.022083235506345,0.694611428345389
"ATP6V1A",0.0822115281412325,0.143975458921791
"ATP6V1B2",0.0238093364089515,0.672009130337553
"ATP6V1D",0.0585592089078807,0.297964832127861
"ATP6V1E1",-0.044109117746058,0.433209267756315
"ATP6V1F",0.0943676441025673,0.093314506525362
"ATP6V1G1",0.0252780463610825,0.653025555033789
"ATP6V1G2",-0.0947139473836776,0.0921185463003807
"ATP8A1",-0.10939560712061,0.0516505494420671
"ATP8A2",0.147908249947667,0.0085465478754947
"ATP8B1",-0.0128132214010825,0.819753726948142
"ATP9A",0.0874705566347535,0.119940250609131
"ATRAID",0.0301333764920775,0.592106339135416
"ATRNL1",-0.116526527322168,0.0383718185557242
"ATRX",0.0580250227181038,0.302280294203239
"ATXN1",-0.089858260694533,0.110018400047983
"ATXN10",0.0151526508264869,0.787595321581678
"ATXN2",-0.174580229446427,0.00190998439951486
"ATXN3",0.0334404272838451,0.552302602451034
"ATXN7",-0.0445184080371177,0.428725234916105
"ATXN7L3B",0.0919663708690999,0.102030607934947
"AUP1",0.0129863730416377,0.817360956010778
"AURKA",0.0738705877918128,0.189079327821653
"AURKB",0.134351432416425,0.0169395390801019
"AUTS2",0.0437407154363067,0.43684794442107
"AXL",0.0642871884621955,0.253265310433693
"AZIN1",0.0714872364420282,0.204003407943661
"B2M",-0.0102261136024955,0.855829959901662
"B3GALT1",-0.179033779815537,0.00146030097223765
"B3GALT2",-0.121734832073943,0.0305200644016062
"B3GAT1",-0.0378540141624614,0.501056045085877
"B3GAT2",0.160391555334221,0.00435256047526918
"B3GNT5",-0.00614815617625837,0.912953702610693
"B3GNT7",-0.142202863878828,0.0114212098783789
"B4GALT1",-0.153970063470113,0.0061914959970834
"B4GALT5",0.00935949380567389,0.867930355673092
"BACE1",-0.0380115069304442,0.499110540476682
"BACE2",-0.190403880956827,0.00071017311665775
"BACH2",-0.0481600905198739,0.391971763181674
"BAG3",-0.029899623458473,0.595278287831979
"BAG4",0.0725745806533895,0.196976556862843
"BANF1",0.112878420619627,0.0448368152528904
"BARD1",-0.0210353116239064,0.708313367060049
"BASP1",0.0306987250893421,0.58571248659581
"BAZ1A",-0.0137672656080652,0.806610898518213
"BAZ1B",-0.0197638516244353,0.725544286025715
"BAZ2A",-0.114890870598832,0.0410463555746286
"BAZ2B",0.104328183173769,0.0635639301632967
"BBIP1",0.0763472300749434,0.174488564143038
"BBOX1",-0.0436414418161123,0.43776859422603
"BBS2",0.073130576017844,0.193774225973955
"BBX",0.0996694050545547,0.0763771535001053
"BCAN",0.169726410002826,0.00257141933139541
"BCAP29",-0.222253100542506,7.69669602505699e-05
"BCAP31",0.12301914718117,0.028686133426558
"BCAR1",0.0232042414311358,0.679888656002826
"BCAS1",0.11954394717881,0.0336082581879471
"BCAT1",0.0305549396620075,0.586802426252297
"BCCIP",-0.0180995930228475,0.74761675313334
"BCHE",0.100708530042091,0.0733593143594068
"BCL10",-0.0211297499925239,0.70716339218676
"BCL11A",-0.103098996477665,0.0667049878761335
"BCL11B",0.0803123351878435,0.153500008333869
"BCL2L11",0.00328933644313815,0.953346694975169
"BCL6B",-0.120185208418295,0.0327145019284675
"BCL7A",-0.11037988962377,0.0498153661090367
"BCL9",0.0143763489122466,0.798275567791763
"BCLAF1",0.0829183162240308,0.140619201641981
"BCOR",0.0148075310723969,0.792337241752099
"BCR",0.0150641927282997,0.788783155816811
"BDP1",-0.122795022497536,0.0290212123922899
"BEST1",-0.148403245570771,0.00831787338481161
"BET1",0.0310897315559916,0.580451110310045
"BEX1",0.00554222950623578,0.92150737178725
"BEX2",-0.029811721010665,0.596352610603619
"BEX4",-0.062633229553331,0.2656316424198
"BEX5",0.0755713047229229,0.178926134544318
"BFAR",0.0529175490577298,0.346848886959529
"BGN",-0.0630163323432679,0.262978093926888
"BHLHB9",0.0677752919169577,0.228566052627515
"BHLHE22",-0.00935096296478605,0.867938504597761
"BHLHE40",-0.174067813264449,0.00197976116443865
"BHLHE41",-0.0644284180099909,0.252007785836669
"BICC1",-0.0652781684892988,0.245696798909582
"BICD1",0.147857606151317,0.00862026599122667
"BICD2",-0.124578586617019,0.0268254844371424
"BIN1",0.113014205238354,0.0445145962143029
"BIN2",-0.112129616116003,0.0461742755229199
"BIRC2",0.124404302955202,0.0269385744036162
"BIRC5",0.142423121428092,0.0113203528448355
"BIRC6",-0.0239824952191984,0.669763636289134
"BLCAP",0.103621937197825,0.0655543882582562
"BLM",0.0541345488073103,0.335905670078298
"BLNK",-0.0263168701841407,0.639757260568478
"BLOC1S1",-0.00744737089900432,0.894661304572278
"BLOC1S2",-0.0646641061031196,0.250111127516122
"BLOC1S3",0.078431198640893,0.163052918006095
"BLOC1S6",0.0543032786566229,0.334368693278468
"BLVRA",-0.0935173753202406,0.0963545001925397
"BMP7",0.15542290419168,0.00571648750301804
"BMP8A",0.0117791896751907,0.834141325762523
"BMPR1B",-0.0865143226307397,0.124027969228753
"BMPR2",-0.0886903693190827,0.114888741313421
"BNIP2",0.000606206464880058,0.99140101658286
"BNIP3L",-0.0504414576670964,0.370193328885394
"BOC",0.0411998565815734,0.463653329696839
"BOD1L1",-0.109413717477016,0.051649353458748
"BOK",0.0507460389164713,0.366937681420432
"BPTF",-0.0593118046636772,0.291593226921317
"BRAF",-0.158978570733218,0.00472362758200553
"BRCA1",0.113924345928714,0.0427532261523854
"BRCA2",0.0614306020928295,0.274989019538802
"BRD2",-0.0948082057722892,0.0920975825217667
"BRD3",0.0175901927245233,0.754617617717776
"BRD4",-0.0739479986328569,0.188565815754688
"BRD8",-0.0257953226330308,0.646378838713472
"BRINP1",-0.138325253582494,0.0138831530125028
"BRINP2",0.0506279923638014,0.367771254059855
"BRINP3",0.145539980012536,0.00965105521091814
"BRIP1",0.15787193069255,0.0050264526990738
"BRK1",-0.039749823911421,0.479762455503308
"BROX",0.123813676293,0.0276902504880158
"BRSK1",0.00797157937635267,0.88735570837831
"BRWD1",0.0758260864986262,0.17790333455599
"BSDC1",0.0429487205174438,0.445075572104703
"BSG",0.0863296591486736,0.125136894933546
"BST2",0.0383610307898938,0.495206080492974
"BTAF1",-0.0678591454144474,0.22797203550419
"BTBD17",0.125484738230172,0.0256859300679912
"BTBD3",-0.0218171067099513,0.698030241186294
"BTBD7",0.0781885709001783,0.164880143681794
"BTF3",-0.0115198319861956,0.837751635117807
"BTF3L4",0.0801692095770434,0.153961067047901
"BTG1",0.109003471050436,0.0525788952876517
"BTG2",0.02598350663645,0.644158263933479
"BTG3",0.0624922194367563,0.266317342298868
"BUB1",0.12620664563409,0.0247856292558387
"BUB1B",0.138036153639685,0.0141208828470054
"BUB3",0.115054501480489,0.0407428109267424
"BUD31",0.0855439945297094,0.128225221761697
"BZW1",0.0749995069759371,0.182428505663905
"BZW2",0.050860033044416,0.366106648345182
"C1QA",0.015437364759622,0.784019481232049
"C1QB",-0.00286043874460501,0.959475873138493
"C1QC",-0.0163865939841182,0.771039399970694
"C1QTNF3",0.156474904373224,0.00540096473303808
"C2CD2",-0.0811088833510206,0.149539759208303
"C2CD3",0.0510121708592518,0.364488494071466
"C3",0.0506741379520364,0.367745558185153
"C3AR1",-0.0885024774277025,0.115602455648417
"C5AR2",-0.00788133709370444,0.888575384398935
"CA10",0.0242352097538667,0.666406604172312
"CA12",0.104155024363522,0.0640045087080601
"CA14",0.107773510171866,0.0552634501584659
"CA2",0.00398479823929366,0.943537768797905
"CA4",-0.00771067727261927,0.89100498799757
"CACHD1",0.0824828540940491,0.142314361737947
"CACNA1A",0.0554698428737578,0.323706509025404
"CACNA1B",-0.111848138864623,0.0468419899594518
"CACNA1C",-0.0718698347368515,0.20128791756221
"CACNA1E",0.083549125944139,0.137351812014114
"CACNA1G",-0.126817825222316,0.0241012931409696
"CACNA1I",-0.057673825799266,0.305176867966631
"CACNA2D1",0.0263212290860644,0.639755022800583
"CACNB2",-0.085937771653427,0.126312591042522
"CACNB4",-0.0904455220653529,0.107645293776186
"CACUL1",0.0600094680302401,0.285992312199362
"CACYBP",0.0916048038587374,0.103331885265618
"CADM1",0.187319054288183,0.000863216318335085
"CADM2",-0.139906525568577,0.0128463745516115
"CADM3",-0.0244305712280941,0.664154823197027
"CADPS",0.0441683008749745,0.432326993682542
"CALB2",0.214557259804623,0.000137681431370358
"CALCRL",-0.0596680363289086,0.288779599064794
"CALD1",0.0501752046659481,0.372665625038405
"CALM1",-0.0657464456505908,0.242574935395426
"CALM2",-0.0515071408194639,0.360389379094913
"CALM3",-0.0131813734846893,0.814954466245512
"CALR",0.0538769357974129,0.338235561319301
"CALU",-0.0736077356296939,0.190640310966546
"CAMK1D",0.0295382581908452,0.599568315991949
"CAMK2B",-0.100263102900206,0.0746071065766777
"CAMK2D",0.050606397304483,0.368552412036555
"CAMK2G",-0.187350075080693,0.000863122912826778
"CAMK2N1",-0.0232860034025959,0.678762946807908
"CAMK4",-0.0756422156830803,0.178432550203335
"CAMKK2",0.0122968217169606,0.826940165587916
"CAMKV",-0.179677321727189,0.00140668141167271
"CAMLG",0.0353346406999796,0.529893703748442
"CAMSAP1",0.0359334291028117,0.522861497624778
"CAMSAP2",-0.0452075550132092,0.421578402354689
"CAMTA1",-0.101334143533807,0.0714123646865461
"CAND1",0.0437624842077786,0.436832989271838
"CAND2",-0.116415758378976,0.0385176346338989
"CANT1",0.16284347154202,0.00379732889328545
"CANX",0.133300912983121,0.0178114800505483
"CAP1",-0.00865829904146857,0.877640701308662
"CAP2",-0.230406188458389,4.2126531030581e-05
"CAPN2",0.0518367687342646,0.357173839615072
"CAPN3",0.0421072420385809,0.454297476388414
"CAPNS1",-0.0115141073716366,0.837754593167526
"CAPRIN1",0.0700345026025384,0.213465926476164
"CAPZA1",0.00943950066741805,0.866725449118369
"CAPZA2",-0.0848724212891667,0.131338080315798
"CAPZB",-0.0911756646873753,0.104971627970607
"CARD8",0.0872288152439328,0.121039275999549
"CARHSP1",0.168289459335426,0.00276266742996078
"CARNS1",-0.121786969134404,0.0302953256749289
"CASC4",-0.00251267624921305,0.964385790608452
"CASK",0.146164194019043,0.00935253960313019
"CASP10",-0.111967277749358,0.046667454998981
"CASP2",-0.03716103449816,0.508925431128396
"CASP3",-0.0771550303245944,0.170122380745381
"CASP4",-0.119422673581371,0.0337410120709767
"CASP8AP2",0.00121226227266979,0.982803101255924
"CAST",-0.0607963670867296,0.279777274736419
"CAT",0.0188782192556156,0.737143706558429
"CAV1",-0.003118020796374,0.955798186513586
