"symbol","age","tau","pval"
"ABCE1",10,0.0567255136565733,0.651608049453854
"ABCF1",1,0.471408579008074,0.000175174230411482
"ABCF1",2,0.451848057057532,0.000322323006321412
"ABCF1",3,0.479232787788291,0.000136378937665038
"ABCF1",4,0.47907821762928,0.00222238513242912
"ABCF1",5,0.459672265837749,0.000253255642922808
"ABCF1",6,0.463584370227857,0.000224179137021609
"ABCF1",7,0.496821855319253,0.00151356190789578
"ABCF1",8,0.447935952667423,0.000363128315577379
"ABCF1",9,0.334484925354277,0.00775703160713475
"ABCF1",10,0.181912854140045,0.147614803134156
"ABCF2",1,-0.131055497068635,0.29686095913384
"ABCF2",2,-0.166264436579611,0.185686370050533
"ABCF2",3,-0.189737062920262,0.130969964702136
"ABCF2",4,-0.257282746504613,0.100449276149927
"ABCF2",5,-0.205385480480696,0.102080961132485
"ABCF2",6,-0.154528123409286,0.218686495612686
"ABCF2",7,-0.07984636960488,0.610193641672568
"ABCF2",8,-0.0684618268268988,0.585788414809363
"ABCF2",9,-0.0215165741455968,0.864011651069106
"ABCF2",10,0.0958465575576583,0.445505760754042
"ABCG2",1,-0.32666071657406,0.00931731154766672
"ABCG2",2,-0.338397029744385,0.00706835920737646
"ABCG2",3,-0.318836507793843,0.011151775534817
"ABCG2",4,-0.301641840729547,0.0541168582446168
"ABCG2",5,-0.24841862877189,0.0479978663607625
"ABCG2",6,-0.17017654096972,0.175548806933976
"ABCG2",7,-0.07984636960488,0.610193641672568
"ABCG2",8,0.0919344531675498,0.464297359476929
"ABCG2",9,0.267979150722432,0.0329175812307717
"ABCG2",10,0.412727013156447,0.00101886298291057
"ABHD17A",1,0.0449892004862478,0.720261359204759
"ABHD17A",2,0.0449892004862478,0.720261359204759
"ABHD17A",3,0.0645497224367903,0.607385322987401
"ABHD17A",4,0.0887181884498666,0.571093904872995
"ABHD17A",5,0.107582870727984,0.39180485461851
"ABHD17A",6,0.22103389804113,0.078508299639201
"ABHD17A",7,0.31938547841952,0.0414312418952237
"ABHD17A",8,0.342309134134494,0.00643509123155914
"ABHD17A",9,0.400990699986121,0.00141366843766859
"ABHD17A",10,0.447935952667423,0.000363128315577379
"ABHD17B",1,0.174088645359828,0.165829938108615
"ABHD17B",2,0.158440227799394,0.207248220896723
"ABHD17B",3,0.134967601458743,0.282675456589956
"ABHD17B",4,0.150820920364773,0.335572609368908
"ABHD17B",5,0.158440227799394,0.207248220896723
"ABHD17B",6,0.154528123409286,0.218686495612686
"ABHD17B",7,0.168564558054747,0.28182071734709
"ABHD17B",8,0.178000749749937,0.156521500977106
"ABHD17B",9,0.178000749749937,0.156521500977106
"ABHD17B",10,0.181912854140045,0.147614803134156
"ABHD2",1,0.260154941942215,0.0383768179153776
"ABHD2",2,0.201473376090588,0.108778470273457
"ABHD2",3,0.174088645359828,0.165829938108615
"ABHD2",4,0.18630819574472,0.23423255471113
"ABHD2",5,0.213209689260913,0.0896725206330046
"ABHD2",6,0.174088645359828,0.165829938108615
"ABHD2",7,0.05323091306992,0.733958413378193
"ABHD2",8,0.0176044697554883,0.888557428027712
"ABHD2",9,-0.00586815658516275,0.962744410690507
"ABHD2",10,-0.103670766337875,0.409253012360812
"ABHD6",1,0.154528123409286,0.218686495612686
"ABHD6",2,0.193649167310371,0.123212675778864
"ABHD6",3,0.181912854140045,0.147614803134156
"ABHD6",4,0.1330772826748,0.395513155563941
"ABHD6",5,0.14279181023896,0.255702002493809
"ABHD6",6,0.0567255136565733,0.651608049453854
"ABHD6",7,0.00887181884498667,0.95482868953706
"ABHD6",8,-0.0293407829258138,0.815334594355228
"ABHD6",9,-0.166264436579611,0.185686370050533
"ABHD6",10,-0.267979150722432,0.0329175812307717
"ABI1",1,-0.103670766337875,0.409253012360812
"ABI1",2,-0.103670766337875,0.409253012360812
"ABI1",3,-0.0880223487774413,0.483522059868049
"ABI1",4,-0.0621027319149067,0.691729696013945
"ABI1",5,0.0254286785357053,0.839596425923199
"ABI1",6,0.0723739312170073,0.564554878380413
"ABI1",7,0.02661545653496,0.865063335390232
"ABI1",8,-0.0371649917060308,0.767360217600569
"ABI1",9,-0.0723739312170073,0.564554878380413
"ABI1",10,-0.0645497224367903,0.607385322987401
"ABI2",1,0.0880223487774413,0.483522059868049
"ABI2",2,0.0528134092664648,0.674200988594365
"ABI2",3,0.0645497224367903,0.607385322987401
"ABI2",4,0.05323091306992,0.733958413378193
"ABI2",5,0.0528134092664648,0.674200988594365
"ABI2",6,0.0176044697554883,0.888557428027712
"ABI2",7,-0.0621027319149067,0.691729696013945
"ABI2",8,-0.0410770960961393,0.743690911122529
"ABI2",9,-0.0567255136565733,0.651608049453854
"ABI2",10,-0.0801981399972243,0.52323341828697
"ABLIM1",1,0.0567255136565733,0.651608049453854
"ABLIM1",2,0.00586815658516275,0.962744410690507
"ABLIM1",3,0.0528134092664648,0.674200988594365
"ABLIM1",4,0.0709745507598933,0.650438611412798
"ABLIM1",5,0.0723739312170073,0.564554878380413
"ABLIM1",6,0.0762860356071158,0.543698832125305
"ABLIM1",7,0.02661545653496,0.865063335390232
"ABLIM1",8,-0.0958465575576583,0.445505760754042
"ABLIM1",9,-0.213209689260913,0.0896725206330046
"ABLIM1",10,-0.0880223487774413,0.483522059868049
"ABLIM2",1,0.224946002431239,0.0733659268028147
"ABLIM2",2,0.24841862877189,0.0479978663607625
"ABLIM2",3,0.232770211211456,0.0639070891216836
"ABLIM2",4,0.168564558054747,0.28182071734709
"ABLIM2",5,0.150616019019177,0.230571352963936
"ABLIM2",6,0.150616019019177,0.230571352963936
"ABLIM2",7,0.124205463829813,0.42776753510831
"ABLIM2",8,0.0997586619477668,0.42715530818277
"ABLIM2",9,0.0489013048763563,0.697091610005963
"ABLIM2",10,-0.0410770960961393,0.743690911122529
"ABLIM3",1,-0.17017654096972,0.175548806933976
"ABLIM3",2,-0.158440227799394,0.207248220896723
"ABLIM3",3,-0.138879705848852,0.268956636034226
"ABLIM3",4,-0.141949101519787,0.364773966469587
"ABLIM3",5,-0.205385480480696,0.102080961132485
"ABLIM3",6,-0.236682315601564,0.0595693791742607
"ABLIM3",7,-0.301641840729547,0.0541168582446168
"ABLIM3",8,-0.381430178035579,0.00239623396967502
"ABLIM3",9,-0.494881205348725,8.17521718397094e-05
"ABLIM3",10,-0.573123293150895,5.06677269434739e-06
"ABRACL",1,-0.318836507793843,0.011151775534817
"ABRACL",2,-0.428375430716881,0.000650044863392011
"ABRACL",3,-0.447935952667423,0.000363128315577379
"ABRACL",4,-0.45246276109432,0.00386653419860537
"ABRACL",5,-0.40490280437623,0.00126861918380681
"ABRACL",6,-0.342309134134494,0.00643509123155914
"ABRACL",7,-0.221795471124667,0.156745361568199
"ABRACL",8,-0.0997586619477668,0.42715530818277
"ABRACL",9,0.134967601458743,0.282675456589956
"ABRACL",10,0.303188090233409,0.0158067746073023
"AC253572.1",1,-0.197561271700479,0.115818912933217
"AC253572.1",2,-0.189737062920262,0.130969964702136
"AC253572.1",3,-0.213209689260913,0.0896725206330046
"AC253572.1",4,-0.2661545653496,0.0892582372948618
"AC253572.1",5,-0.252330733161998,0.0445872905728556
"AC253572.1",6,-0.201473376090588,0.108778470273457
"AC253572.1",7,-0.115333644984827,0.461503403354307
"AC253572.1",8,-0.115407079508201,0.358289786723766
"AC253572.1",9,-0.103670766337875,0.409253012360812
"AC253572.1",10,0.0410770960961393,0.743690911122529
"ACAA2",1,-0.318836507793843,0.011151775534817
"ACAA2",2,-0.267979150722432,0.0329175812307717
"ACAA2",3,-0.291451777063083,0.0203448346153457
"ACAA2",4,-0.310513659574533,0.047418371798125
"ACAA2",5,-0.271891255112541,0.0304469271164065
"ACAA2",6,-0.264067046332324,0.035557905699921
"ACAA2",7,-0.248410927659627,0.112731298691452
"ACAA2",8,-0.181912854140045,0.147614803134156
"ACAA2",9,-0.115407079508201,0.358289786723766
"ACAA2",10,-0.0684618268268988,0.585788414809363
"ACACA",1,-0.181912854140045,0.147614803134156
"ACACA",2,-0.193649167310371,0.123212675778864
"ACACA",3,-0.193649167310371,0.123212675778864
"ACACA",4,-0.21292365227968,0.174001236239583
"ACACA",5,-0.311012299013626,0.0133002582461915
"ACACA",6,-0.389254386815796,0.00194551682697133
"ACACA",7,-0.443590942249333,0.00462280674243994
"ACACA",8,-0.4831448921784,0.000120167204237202
"ACACA",9,-0.510529622909159,4.82875487432415e-05
"ACACA",10,-0.475320683398183,0.000154635298315028
"ACADM",1,-0.111494975118092,0.374815795464601
"ACADM",2,-0.0528134092664648,0.674200988594365
"ACADM",3,-0.0176044697554883,0.888557428027712
"ACADM",4,0.00887181884498667,0.95482868953706
"ACADM",5,0.0176044697554883,0.888557428027712
"ACADM",6,0.0410770960961393,0.743690911122529
"ACADM",7,0.0621027319149067,0.691729696013945
"ACADM",8,0.0489013048763563,0.697091610005963
"ACADM",9,0.0528134092664648,0.674200988594365
"ACADM",10,0.103670766337875,0.409253012360812
"ACADVL",1,0.0684618268268988,0.585788414809363
"ACADVL",2,0.0762860356071158,0.543698832125305
"ACADVL",3,0.0997586619477668,0.42715530818277
"ACADVL",4,0.0621027319149067,0.691729696013945
"ACADVL",5,0.0645497224367903,0.607385322987401
"ACADVL",6,0.0684618268268988,0.585788414809363
"ACADVL",7,0.0975900072948533,0.533228467552479
"ACADVL",8,0.119319183898309,0.342229787212586
"ACADVL",9,0.166264436579611,0.185686370050533
"ACADVL",10,0.201473376090588,0.108778470273457
"ACAP2",1,0.115407079508201,0.358289786723766
"ACAP2",2,0.119319183898309,0.342229787212586
"ACAP2",3,0.178000749749937,0.156521500977106
"ACAP2",4,0.18630819574472,0.23423255471113
"ACAP2",5,0.162352332189503,0.196250416977789
"ACAP2",6,0.146703914629069,0.242908260904324
"ACAP2",7,0.141949101519787,0.364773966469587
"ACAP2",8,0.178000749749937,0.156521500977106
"ACAP2",9,0.174088645359828,0.165829938108615
"ACAP2",10,0.127143392678526,0.31151480355771
"ACAP3",1,-0.00195605219505425,0.987577456160035
"ACAP3",2,0.0410770960961393,0.743690911122529
"ACAP3",3,0.0762860356071158,0.543698832125305
"ACAP3",4,0.0887181884498666,0.571093904872995
"ACAP3",5,0.107582870727984,0.39180485461851
"ACAP3",6,0.154528123409286,0.218686495612686
"ACAP3",7,0.18630819574472,0.23423255471113
"ACAP3",8,0.209297584870805,0.0957158562497491
"ACAP3",9,0.240594419991673,0.0554788079635868
"ACAP3",10,0.397078595596013,0.00157387424359082
"ACAT1",1,-0.397078595596013,0.00157387424359082
"ACAT1",2,-0.381430178035579,0.00239623396967502
"ACAT1",3,-0.373605969255362,0.00294073497994788
"ACAT1",4,-0.381488210334427,0.0148631250712932
"ACAT1",5,-0.37751807364547,0.00265575676490731
"ACAT1",6,-0.322748612183951,0.0101978767762402
"ACAT1",7,-0.2661545653496,0.0892582372948618
"ACAT1",8,-0.240594419991673,0.0554788079635868
"ACAT1",9,-0.134967601458743,0.282675456589956
"ACAT1",10,-0.0645497224367903,0.607385322987401
"ACAT2",1,-0.357957551694928,0.00438146988142576
"ACAT2",2,-0.397078595596013,0.00157387424359082
"ACAT2",3,-0.432287535106989,0.000579642792398366
"ACAT2",4,-0.487950036474267,0.00183679110154369
"ACAT2",5,-0.463584370227857,0.000224179137021609
"ACAT2",6,-0.498793309738834,7.17687495164035e-05
"ACAT2",7,-0.58554004376912,0.00018511279493633
"ACAT2",8,-0.498793309738834,7.17687495164035e-05
"ACAT2",9,-0.440111743887206,0.000459626069400604
"ACAT2",10,-0.369693864865253,0.00325336214591344
"ACER3",1,0.318836507793843,0.011151775534817
"ACER3",2,0.350133342914711,0.00531941747634323
"ACER3",3,0.350133342914711,0.00531941747634323
"ACER3",4,0.328257297264507,0.0360970627957936
"ACER3",5,0.381430178035579,0.00239623396967502
"ACER3",6,0.444023848277315,0.000408724933015675
"ACER3",7,0.416975485714373,0.00776147705165376
"ACER3",8,0.467496474617966,0.000198258727181981
"ACER3",9,0.420551221936664,0.000815306145401608
"ACER3",10,0.322748612183951,0.0101978767762402
"ACIN1",1,-0.00978026097527126,0.937947456842939
"ACIN1",2,0.0176044697554883,0.888557428027712
"ACIN1",3,0.0410770960961393,0.743690911122529
"ACIN1",4,0.05323091306992,0.733958413378193
"ACIN1",5,0.0489013048763563,0.697091610005963
"ACIN1",6,0.0528134092664648,0.674200988594365
"ACIN1",7,0.0621027319149067,0.691729696013945
"ACIN1",8,0.0489013048763563,0.697091610005963
"ACIN1",9,-0.00195605219505425,0.987577456160035
"ACIN1",10,0.0489013048763563,0.697091610005963
"ACKR3",1,-0.0606376180466818,0.629330532530601
"ACKR3",2,-0.0176044697554883,0.888557428027712
"ACKR3",3,0.00978026097527126,0.937947456842939
"ACKR3",4,0.05323091306992,0.733958413378193
"ACKR3",5,0.0449892004862478,0.720261359204759
"ACKR3",6,0.0293407829258138,0.815334594355228
"ACKR3",7,0.0887181884498666,0.571093904872995
"ACKR3",8,0.119319183898309,0.342229787212586
"ACKR3",9,0.107582870727984,0.39180485461851
"ACKR3",10,0.0880223487774413,0.483522059868049
"ACLY",1,-0.166264436579611,0.185686370050533
"ACLY",2,-0.178000749749937,0.156521500977106
"ACLY",3,-0.178000749749937,0.156521500977106
"ACLY",4,-0.204051833434693,0.192638022963196
"ACLY",5,-0.197561271700479,0.115818912933217
"ACLY",6,-0.201473376090588,0.108778470273457
"ACLY",7,-0.221795471124667,0.156745361568199
"ACLY",8,-0.244506524381781,0.0516250333942386
"ACLY",9,-0.311012299013626,0.0133002582461915
"ACLY",10,-0.420551221936664,0.000815306145401608
"ACOT7",1,-0.0293407829258138,0.815334594355228
"ACOT7",2,-0.0762860356071158,0.543698832125305
"ACOT7",3,-0.138879705848852,0.268956636034226
"ACOT7",4,-0.195180014589707,0.212701768301635
"ACOT7",5,-0.260154941942215,0.0383768179153776
"ACOT7",6,-0.334484925354277,0.00775703160713475
"ACOT7",7,-0.390360029179413,0.012690406022879
"ACOT7",8,-0.342309134134494,0.00643509123155914
"ACOT7",9,-0.338397029744385,0.00706835920737646
"ACOT7",10,-0.287539672672975,0.0220917372257929
"ACOX1",1,0.0410770960961393,0.743690911122529
"ACOX1",2,-0.0254286785357053,0.839596425923199
"ACOX1",3,-0.0723739312170073,0.564554878380413
"ACOX1",4,-0.02661545653496,0.865063335390232
"ACOX1",5,-0.0567255136565733,0.651608049453854
"ACOX1",6,-0.0841102443873328,0.503170782883981
"ACOX1",7,-0.0975900072948533,0.533228467552479
"ACOX1",8,-0.103670766337875,0.409253012360812
"ACOX1",9,-0.0762860356071158,0.543698832125305
"ACOX1",10,-0.0567255136565733,0.651608049453854
"ACP1",1,-0.201473376090588,0.108778470273457
"ACP1",2,-0.256242837552107,0.0413834805652752
"ACP1",3,-0.330572820964168,0.00850522992828547
"ACP1",4,-0.37261639148944,0.0173571814210878
"ACP1",5,-0.408814908766338,0.00113741984475884
"ACP1",6,-0.37751807364547,0.00265575676490731
"ACP1",7,-0.337129116109493,0.0313598442624582
"ACP1",8,-0.303188090233409,0.0158067746073023
"ACP1",9,-0.267979150722432,0.0329175812307717
"ACP1",10,-0.228858106821347,0.0685024112373405
"ACSBG1",1,0.00978026097527126,0.937947456842939
"ACSBG1",2,0.0449892004862478,0.720261359204759
"ACSBG1",3,0.0841102443873328,0.503170782883981
"ACSBG1",4,0.07984636960488,0.610193641672568
"ACSBG1",5,0.158440227799394,0.207248220896723
"ACSBG1",6,0.17017654096972,0.175548806933976
"ACSBG1",7,0.204051833434693,0.192638022963196
"ACSBG1",8,0.178000749749937,0.156521500977106
"ACSBG1",9,0.224946002431239,0.0733659268028147
"ACSBG1",10,0.295363881453192,0.0187196723023857
"ACSL3",1,0.0684618268268988,0.585788414809363
"ACSL3",2,0.166264436579611,0.185686370050533
"ACSL3",3,0.267979150722432,0.0329175812307717
"ACSL3",4,0.275026384194587,0.0790939289527666
"ACSL3",5,0.287539672672975,0.0220917372257929
"ACSL3",6,0.381430178035579,0.00239623396967502
"ACSL3",7,0.408103666869387,0.00917056138561702
"ACSL3",8,0.408814908766338,0.00113741984475884
"ACSL3",9,0.412727013156447,0.00101886298291057
"ACSL3",10,0.444023848277315,0.000408724933015675
"ACSL6",1,0.131055497068635,0.29686095913384
"ACSL6",2,0.138879705848852,0.268956636034226
"ACSL6",3,0.146703914629069,0.242908260904324
"ACSL6",4,0.168564558054747,0.28182071734709
"ACSL6",5,0.178000749749937,0.156521500977106
"ACSL6",6,0.17017654096972,0.175548806933976
"ACSL6",7,0.18630819574472,0.23423255471113
"ACSL6",8,0.119319183898309,0.342229787212586
"ACSL6",9,0.0489013048763563,0.697091610005963
"ACSL6",10,0.146703914629069,0.242908260904324
"ACTB",1,-0.0215165741455968,0.864011651069106
"ACTB",2,-0.0371649917060308,0.767360217600569
"ACTB",3,-0.0723739312170073,0.564554878380413
"ACTB",4,-0.0975900072948533,0.533228467552479
"ACTB",5,-0.0919344531675498,0.464297359476929
"ACTB",6,-0.115407079508201,0.358289786723766
"ACTB",7,-0.177436376899733,0.2572636553313
"ACTB",8,-0.107582870727984,0.39180485461851
"ACTB",9,-0.123231288288418,0.326637781784253
"ACTB",10,0.146703914629069,0.242908260904324
"ACTG1",1,0.131055497068635,0.29686095913384
"ACTG1",2,0.0958465575576583,0.445505760754042
"ACTG1",3,0.0410770960961393,0.743690911122529
"ACTG1",4,0,1
"ACTG1",5,-0.0371649917060308,0.767360217600569
"ACTG1",6,-0.138879705848852,0.268956636034226
"ACTG1",7,-0.248410927659627,0.112731298691452
"ACTG1",8,-0.412727013156447,0.00101886298291057
"ACTG1",9,-0.584859606321221,3.23315147296901e-06
"ACTG1",10,-0.616156441442089,9.36449402539779e-07
"ACTL6A",1,-0.00195605219505425,0.987577456160035
"ACTL6A",2,0.00586815658516275,0.962744410690507
"ACTL6A",3,0.00978026097527126,0.937947456842939
"ACTL6A",4,0,1
"ACTL6A",5,0.0606376180466818,0.629330532530601
"ACTL6A",6,0.0841102443873328,0.503170782883981
"ACTL6A",7,0.05323091306992,0.733958413378193
"ACTL6A",8,0.0606376180466818,0.629330532530601
"ACTL6A",9,0.0254286785357053,0.839596425923199
"ACTL6A",10,0.0684618268268988,0.585788414809363
"ACTN1",1,0.0645497224367903,0.607385322987401
"ACTN1",2,0.115407079508201,0.358289786723766
"ACTN1",3,0.189737062920262,0.130969964702136
"ACTN1",4,0.230667289969653,0.140819247035076
"ACTN1",5,0.252330733161998,0.0445872905728556
"ACTN1",6,0.275803359502649,0.028137280702597
"ACTN1",7,0.2661545653496,0.0892582372948618
"ACTN1",8,0.205385480480696,0.102080961132485
"ACTN1",9,0.154528123409286,0.218686495612686
"ACTN1",10,0.0958465575576583,0.445505760754042
"ACTN2",1,0.119319183898309,0.342229787212586
"ACTN2",2,0.0528134092664648,0.674200988594365
"ACTN2",3,0.0841102443873328,0.503170782883981
"ACTN2",4,0.0709745507598933,0.650438611412798
"ACTN2",5,0.0215165741455968,0.864011651069106
"ACTN2",6,0.00586815658516275,0.962744410690507
"ACTN2",7,0.0621027319149067,0.691729696013945
"ACTN2",8,0.0645497224367903,0.607385322987401
"ACTN2",9,0.0997586619477668,0.42715530818277
"ACTN2",10,0.127143392678526,0.31151480355771
"ACTN4",1,0.213209689260913,0.0896725206330046
"ACTN4",2,0.24841862877189,0.0479978663607625
"ACTN4",3,0.271891255112541,0.0304469271164065
"ACTN4",4,0.301641840729547,0.0541168582446168
"ACTN4",5,0.32666071657406,0.00931731154766672
"ACTN4",6,0.369693864865253,0.00325336214591344
"ACTN4",7,0.390360029179413,0.012690406022879
"ACTN4",8,0.267979150722432,0.0329175812307717
"ACTN4",9,0.178000749749937,0.156521500977106
"ACTN4",10,0.0567255136565733,0.651608049453854
"ACTR10",1,-0.0176044697554883,0.888557428027712
"ACTR10",2,-0.0136923653653798,0.913210539170715
"ACTR10",3,-0.0567255136565733,0.651608049453854
"ACTR10",4,-0.0887181884498666,0.571093904872995
"ACTR10",5,-0.138879705848852,0.268956636034226
"ACTR10",6,-0.146703914629069,0.242908260904324
