symbol,PC1_tau
CCDC167,0.12727699590958802
DOCK1,0.127248390857336
MCM4,0.12719568036633802
COPA,0.127185146126363
RPS23,0.127103829928759
PCSK5,0.127093304167494
LRMP,0.127072260487547
RACGAP1,0.127051227257165
CKS1B,0.126920152526939
STAU2,0.126849334061733
NOG,0.126697151159932
NDRG4,0.126442586818555
PLIN3,0.126421637006992
MYEF2,0.12639512326514502
BUB1,0.12620664563408998
LMNB2,0.12616937410158802
SNX29,0.126064834043782
LRPPRC,0.126064834043782
LRP6,0.12598561318713902
APP,0.12595427478115198
MYL6B,0.12561818539268302
PRDX2,0.125505537954868
BTBD17,0.125484738230172
CD59,0.12544491893007198
PDLIM3,0.12543451848907
ABHD2,0.125261266391709
STK32B,0.12519900413963497
TBC1D12,0.125138334535955
CDCA7L,0.1251072404034
NUF2,0.124996206948357
PTEN,0.12498584628631801
NRP2,0.124974095476394
RPL3,0.12496808095427199
DYNC1LI2,0.124923736370464
GNAL,0.12466918119972199
GNS,0.124660051628276
NUDT12,0.12461872899462899
VKORC1L1,0.124526969218235
BIRC2,0.124404302955202
DCTN4,0.12421059041071002
H1FX,0.124202076120299
EDF1,0.124089659143869
KIFC1,0.12401766049600699
SEPT9,0.12394578702691801
TET1,0.12389579447566
RARRES2,0.12389579447566
BROX,0.123813676293
TF,0.123732217320284
ZNF3,0.12367177587026401
ST5,0.123467344331342
CRB1,0.12345711971583599
SIRPA,0.12342677128066801
LYST,0.12336543612467801
VEZT,0.12332482440385001
TRIP13,0.12332482440385001
AP2S1,0.123141411841676
NXN,0.12303952471107302
BCAP31,0.12301914718117
COL4A6,0.12301914718117
MYL6,0.122968217169606
RBL1,0.122947848194253
DGKB,0.122937652245469
KIF18A,0.1226624849313
GRIA1,0.12263224817009699
SPTLC2,0.122631988311694
FEN1,0.12255046140210699
LRP4,0.122479079127881
ACTR1A,0.12238702682522802
TPRN,0.12222481730818599
TTBK2,0.12208201648470698
ZNF286A,0.122020067392489
MAD2L1,0.121888661905494
TRIM24,0.12168438040279901
CNOT1,0.12165413949265198
CREB5,0.12147090538821499
MT1M,0.121409465120977
TAGLN2,0.121399407591646
TMEM159,0.121348004606467
NIPAL3,0.12129658200414199
FARP1,0.12125636430343302
DEPDC1,0.12085984510750801
CSRNP3,0.12083832896254801
PALMD,0.12074827430170099
EIF3H,0.12074827430170099
IFI27L2,0.12063508651113199
CENPF,0.120603458678404
PHLDA1,0.1204020426908
NF1,0.12039207769656099
SNRNP200,0.12027871730736399
NPAS3,0.12004380066039899
PROX1,0.11993234231151899
E2F7,0.119912476095992
E2F2,0.11980109571850502
HMGB2,0.119699671786013
TSPAN9,0.11960578600446001
BCAS1,0.11954394717880999
RGS3,0.11936079988558698
HDAC2,0.118994598827873
SMARCA5,0.11890306804004598
TNS3,0.118791862848949
DTL,0.11878893578176199
RPL8,0.11873676461155001
POU2F1,0.11872986619293699
MN1,0.11859597684441199
WNK3,0.11853391942228698
MAF,0.11851426042564801
TXN2,0.11848796144255301
RSBN1,0.11844235974738801
H2AFX,0.11843572213973598
CPSF3,0.118200467332291
MAST4,0.118060093229551
SLC1A3,0.118017503294295
CDC20,0.117906503917104
KARS,0.11779806830055199
FRMD4B,0.11757591966145199
SRM,0.117566169201622
SNRPD2,0.11733452984267699
PCGF5,0.117243079799635
TMTC2,0.117243079799635
GLOD4,0.117122537560269
SKA3,0.117065765373552
ENPP4,0.11703112818744199
IFT52,0.116853695892816
NEIL3,0.11641575837897601
XKR4,0.11633863630467599
GADD45A,0.116285771771268
CSRP1,0.115968245807365
TM7SF2,0.11572791594363699
GDI1,0.11571774921356599
CPNE3,0.115583505839819
MCM10,0.11549646345520699
FBL,0.115491267738321
TERF1,0.115410347029572
STX4,0.115400790423997
STK25,0.115357209344051
TEAD1,0.11519903336745
UHRF1,0.115174456926462
CRKL,0.115064029409078
BUB3,0.115054501480489
WDR41,0.11476524347149801
PPP4R1,0.11459201291531401
LIMA1,0.11458251620847199
FAM114A1,0.11448167823818302
CFL1,0.114431798840872
PARVA,0.114380867095938
SMIM14,0.114144746182777
USP22,0.113965231443165
CEP57,0.11395265363096001
CEP55,0.11394321538572601
BRCA1,0.11392434592871399
ROBO1,0.113896059312281
OS9,0.11385494891877601
CDCA3,0.113725860134398
ADH5,0.11367875892710302
ARL2,0.113669345706458
SSH2,0.113662799472551
SEPT8,0.11365337586855
APBB2,0.11359029526614901
LPCAT1,0.11354321900930198
AMPD3,0.113524404888376
TP53,0.113486804687001
ALDOA,0.11337268490608901
WDR48,0.113341828182122
ZNF704,0.113313674550179
TMEM98,0.11323179671334199
DDAH1,0.11303293790966401
BIN1,0.113014205238354
GAS2L3,0.112967414276534
P4HB,0.11290421950075001
BANF1,0.112878420619627
PTAR1,0.112649135572911
ID4,0.11263980606562199
PAX6,0.11252993094946301
RABGAP1L,0.11245733440417999
IFI44,0.112239446929347
PDE8B,0.11193013484644501
DIAPH1,0.11187448973495401
RBFOX2,0.11184813886462301
CDCA2,0.111775406472771
CYFIP2,0.111721197570876
OPA1,0.11171056348506501
SRSF8,0.11148196486778698
ZNF518B,0.11131093159975698
LBH,0.11128218676726802
AK9,0.11125552086127
MOB3B,0.11112655027125301
CCNF,0.111063802533392
PRKD3,0.11102698376807302
TBR1,0.11100018167544
DLGAP5,0.110999393711627
RUFY3,0.11089903415839501
GNAI2,0.11080787445953999
MAN1A1,0.11072588968664099
NMD3,0.110416177531725
TOP2B,0.110371080115251
LGALS3BP,0.11031612355742998
TP53BP1,0.11018833392133802
EPS15,0.110033327960901
LRRC8A,0.10997861498203501
SKIDA1,0.10996950616361599
TIMP3,0.109969490019151
PHPT1,0.109933086389091
JAG1,0.10962314551428201
RAE1,0.10933113790728599
CDK2,0.10927678486494802
PDPN,0.10924963872495201
PTMA,0.10923035343901401
PPM1A,0.109185672526857
SUCO,0.109167589440856
CDK2AP2,0.10913007210477901
PAFAH1B2,0.10909456792250401
MYO16,0.10908553354975699
KCNJ10,0.109075760519412
ABCA1,0.10906747153563302
ORC4,0.10901249937455401
BTG1,0.109003471050436
DENND1B,0.10883841612060001
TAOK1,0.108821300497348
SPECC1,0.10879329800892401
KIF20A,0.108483994619695
PAIP2B,0.10847380047799
SLC4A2,0.108437834362785
LITAF,0.108437834362785
TRMT112,0.10822873801835699
WDR82,0.108173516813592
PLEKHG1,0.108073475371598
MZT2B,0.107927109330509
ANP32E,0.107918164230056
LMNB1,0.10788073863069698
LAMTOR4,0.107791359378708
CA14,0.10777351017186598
CSRP2,0.10768248777010199
NVL,0.107625249061931
PPIP5K2,0.10754498161827698
DDB1,0.107280767851527
TRIM36,0.107207502011248
DRAXIN,0.107171991078836
VASH2,0.10711646746523401
MZT1,0.10711646746523401
RFTN2,0.10708755382651401
NEBL,0.10696986844324499
SGPL1,0.106834562222539
PTPRR,0.106649929467352
ELAVL2,0.106641086556225
GDI2,0.10662340733087801
RNF152,0.106543959485598
RBM4B,0.106376787779405
TMEM128,0.106376787779405
DLX5,0.106288705634815
LIG1,0.10615953902094001
GPSM2,0.106050988949285
LHFPL3,0.105986358696273
MLF2,0.10593048510614501
CDCA8,0.105883369542423
PRDM16,0.105877844477531
PPDPF,0.105818667370422
IQGAP3,0.10578689264809199
RAD51AP1,0.105778135092495
POC1A,0.10573096748185198
CIRBP,0.105636570790658
UCP2,0.105531555534023
CEP83,0.10513787698474301
WDR47,0.10509046664817098
FANCD2,0.10505562521608199
DAPK1,0.104964667961704
FAT4,0.10470919281635901
PLEKHB2,0.104566274297655
USP47,0.10437141010049401
BAZ2B,0.104328183173769
PSMD8,0.104198179544311
CA12,0.10415502436352199
RAN,0.104146399759991
UGT8,0.10394743732104199
TXNRD1,0.103808706743029
CDO1,0.10379151702495401
PSEN1,0.10369207601833001
BLCAP,0.10362193719782499
SEPT2,0.103596165938434
STX16,0.10350525731957701
ITGA6,0.10338865382626598
FXYD6,0.10327212661448701
RLIM,0.103153436109991
PHF19,0.10295143904395901
PSMC3,0.10272997726001899
DCAF5,0.10258225220921799
PHKB,0.10255673952433599
SCAMP5,0.10252537551122802
NOTCH1,0.102514260650988
OPHN1,0.10250577120866
SLIT1,0.10248286384729
TMTC4,0.102480315530636
EEF1A1,0.10241709948831099
ZNF189,0.10235805119329199
DDX39A,0.10223569054634901
TK1,0.10208557328244601
CROT,0.10181316464644
CCT2,0.10178138819426101
SEC61A1,0.10169711811176001
CRBN,0.10168212263730801
HSPB1,0.10164001300588402
SRPK2,0.10150048750092198
ZC3H14,0.101392880673235
IGSF11,0.10115406945484402
JUP,0.10114711991094802
HEPACAM,0.101071652619265
MXD3,0.10106327778786099
ANAPC11,0.10097249381673301
NDUFS7,0.100939048140487
IRF2,0.100890075940753
TTYH3,0.10079929914466301
BCHE,0.10070853004209102
MSI2,0.100626104472593
MKI67,0.100592773532801
GAPDH,0.100544582944238
SYT14,0.100486216469144
PCP4,0.100486216469144
ITGB1,0.10039542886565801
TMX1,0.100346246709917
UGDH,0.100147493453095
SLC35A5,0.10008164824088801
SERPINB6,0.10002406670521001
HJURP,0.0999002243174288
NEDD1,0.0997270870135858
PDE4D,0.0997189836043234
BBX,0.0996694050545547
YBX3,0.0995209545273593
CNP,0.0994962175566319
LGALS3,0.0994631972433968
HERC2,0.0994549495384824
ZEB1,0.0994384602820417
INCENP,0.0994137417681042
SHPRH,0.0993312593167752
DHX8,0.0992816830758718
ALOX5AP,0.0992320836520336
CKAP2L,0.0991827144531311
YWHAQ,0.0989926252416892
GUK1,0.0989761935667081
PIM3,0.0989602600561149
MLEC,0.0988280323026257
MTHFD1,0.0987536954955385
OAZ1,0.0986800932941445
PLK2,0.0984988167853582
KIAA0930,0.0984407836253741
COPB1,0.0983083406340755
HMGN2,0.0982839050711725
ASF1B,0.0982502314233554
MDK,0.0981932440862526
TTK,0.0980932221723882
ARF1,0.0980525583965778
MOSPD2,0.0980281843915453
EEF1D,0.0979943737193091
IL33,0.0979862471385663
ZNF738,0.0977303889290519
LCMT2,0.0976817950474055
SLC22A15,0.0976413554699956
MAPK6,0.097615418409342
PPM1G,0.0975992408456894
TBCB,0.0975588320993518
STAMBP,0.0974179675815586
CCSER1,0.0974018307638926
MTUS1,0.0973596074538458
SMU1,0.0973112219920051
PPHLN1,0.0972105464347484
MELK,0.0971279336333736
NUP107,0.0970796353043636
FAM83D,0.0969890163591261
PAQR6,0.0967572856280764
RASSF3,0.0964028045160582
TOX,0.0961658299277346
ANP32B,0.0961658299277346
CERS6,0.0961469433040648
NUP88,0.0961230429987767
RBBP7,0.0959737055683818
DCP1A,0.0958640592554548
IL6ST,0.0958592801002537
SF3A3,0.095776653654637
TTYH1,0.0956940205274949
TET2,0.0955955392162459
CDKN3,0.0955638798216978
TMPO,0.0955252828514374
MLLT11,0.0954935784752401
RBMS3,0.0954856573123983
CD200,0.0954187983413878
CDC25C,0.0953634211789578
HCFC1R1,0.0953519157319248
IRF2BPL,0.0953519157319248
NCK1,0.0952807546256498
CDC25B,0.0952491785669117
PHF20L1,0.0952412894561542
DIP2B,0.0951665301085626
MARCKS,0.0950405951467791
HSPA13,0.095024836467323
RNF180,0.0950209159295148
NOP56,0.0949421493536054
SNRPN,0.0948123008857322
HMGB3,0.0947019013927541
TBC1D15,0.0945329678982949
TYMS,0.0944503093417712
RPS15,0.0944302221227751
SSRP1,0.0944145659472348
TGIF2,0.0943676441025673
ATP6V1F,0.0943676441025673
CCNA2,0.0943364017100201
CENPE,0.0943084057506262
HEY1,0.0942693594997286
ALYREF,0.0942647723003621
AP2B1,0.0942289407491506
RTN3,0.0941586118869463
RAB8A,0.094060294023949
SEMA5B,0.0939746607983124
PRPF40A,0.0939697884249375
EIF2S1,0.0937965722250759
SSBP1,0.0937810301251805
NUP62,0.0937810301251805
RNF141,0.0937732619719159
USP8,0.0937682620161033
ATP1A2,0.0937527052740607
HSP90AA1,0.0936388771387203
RND3,0.0936311156171239
PAFAH1B1,0.0935561325747207
RICTOR,0.09354062389122
UBL5,0.0935173753202406
CUTA,0.0935018858997914
AP3M1,0.0934888852724444
ODF2L,0.0934346551293349
MBNL2,0.0932691946679747
ZIC2,0.0932382980394936
RAB31,0.0932019017974538
SLAIN1,0.0931997203978739
ENO1,0.0931213375007183
LGR4,0.0930132453720052
CENPU,0.0929767329724803
PLXDC1,0.0929073962104024
WFS1,0.0928323442294492
LRRTM2,0.0927283182599173
RUNX1T1,0.0927111882683281
LRRTM3,0.0926207893199427
PLEKHB1,0.0925994076422683
UBR1,0.092561049905797
ITGB8,0.0925533840769788
NCS1,0.0924859548853095
DCN,0.0924491571693217
RRAS2,0.0924247160407302
CEP97,0.0924185017238402
VCAM1,0.0922898244159052
OTX2,0.09209494315499199
CDS2,0.092018667721039
ATXN7L3B,0.0919663708690999
NDUFA11,0.0919282974371767
MARCH6,0.0919140477954138
CD81,0.0917103780439974
RANBP1,0.0916951841442834
RFX4,0.0916123917489023
CACYBP,0.0916048038587374
ST6GALNAC3,0.0914543641646531
ASPM,0.0914164964291203
USP11,0.0912962867049408
PRC1,0.0912282538591982
DERL2,0.0910551452180992
ZIC1,0.0908895596130278
TSEN15,0.0908443688084544
ENO2,0.0907916102416216
ST7,0.0907389739545906
MND1,0.0907238018846103
ZNF250,0.0907012328386412
DUSP6,0.0903472237332889
SIN3A,0.0903247632671287
SETD7,0.0903023195437689
GPR137C,0.0902873663528163
MRFAP1,0.0902419010033793
CHD7,0.0902194760121025
KPNA5,0.0902113783372228
NOTCH2,0.0901896020126039
ASNS,0.09012916073352199
CCT7,0.0900081957204854
N4BP2,0.0899783595729115
MAGED1,0.0899700664621719
PADI2,0.0898871205501634
HMGN5,0.0898805885022312
HADH,0.0897902794689537
KNTC1,0.08967654889432801
CDH11,0.089617106316651
HBS1L,0.0894884178818685
LRRC1,0.0892396281887619
SHROOM3,0.0892264275676568
SST,0.0891804801271262
H2AFY,0.0891730948859122
KBTBD6,0.0891345093207615
PITPNC1,0.0889981609532447
ZDHHC13,0.0887733024290884
GEN1,0.0887271443628819
ING3,0.0886756720997724
ZNF286B,0.0886515274149653
SF3B3,0.0886147745725355
COX7A2L,0.0886000862292268
PSMC4,0.0885244829340128
POLR2L,0.0882244138208058
COX6B1,0.0881487852555601
ARL6IP1,0.0880585479459266
MIDN,0.0879974758087774
GLRX,0.0878853747936239
MSN,0.0878853747936239
PAFAH1B3,0.0877485499921588
MAG,0.0875929723961182
WRB,0.0875753050760835
SLC9A3R1,0.087506819874417
SEPT7,0.0874850565199148
TMEM246,0.0874778056760484
ATP9A,0.0874705566347535
ZNF195,0.0872505166537085
CARD8,0.0872288152439328
NKAIN4,0.0872215850383384
FNDC3A,0.0872071300191741
UBE2E3,0.0872071300191741
SPAG5,0.0871854609593243
CKAP2,0.08700509705635201
CLCN4,0.0869509295656361
TNPO2,0.0869111492743688
ROGDI,0.0868823254117821
ANXA5,0.0868679242306104
MAGED2,0.08683530364153
CBWD1,0.0867489719181398
ADAM19,0.0867489719181398
GNG2,0.086597336034934
FKBP10,0.0863625906635561
BSG,0.0863296591486736
NSA2,0.086265242033014
RPS2,0.0862422478936146
CLTB,0.0862152394043578
KDM5A,0.0861251132116075
CCP110,0.0860920186554377
CSNK1E,0.0860589162152571
SV2A,0.0860018432313023
SHCBP1,0.0859875927186558
TTYH2,0.0859472923915066
UFC1,0.0859401654548559
FAT1,0.0859116754274014
STXBP3,0.0859045573466545
PPP2R2B,0.0858761027061433
PCSK1N,0.0858642125162116
DEPDC1B,0.0858642125162116
GPRC5B,0.0856483133951968
BUD31,0.0855439945297094
RPL39L,0.08546095066138601
JKAMP,0.0853920483582841
RBMXL1,0.0853920483582841
CENPN,0.0853566907946142
MTURN,0.0852877775090833
TMEM170A,0.085225901767556
KCNK10,0.0852117786583751
CHMP2A,0.0852047197362192
SCAF11,0.0851216552290419
NEDD9,0.0851146043567806
CLDN11,0.0851075552363613
STX12,0.0850174555125881
RAB33A,0.0849766313349534
CPNE1,0.0849484677311191
MFGE8,0.0849414312044779
SOX8,0.0849287400885224
NEDD4L,0.0849203321113257
H3F3B,0.084858359086885
HDAC9,0.0848513306063919
USP10,0.0848315205778735
PRKDC,0.0847413546747055
NDUFS8,0.08470623163482699
CBL,0.0846711522314778
SOX11,0.0845610457400307
HOPX,0.0845059485117179
HNRNPL,0.08449893586090201
PHLDA3,0.0844638987752389
IFIT1,0.0843597848796744
CSNK1D,0.08431786697155601
F3,0.0842696812326859
WDR83OS,0.0842138688704195
PSMD2,0.084194202946472
NCKAP1,0.0841656377882165
SP3,0.0840616410365351
LDB2,0.0840407673927825
GNPAT,0.0839023922906616
DNAJC3,0.0838954435646328
LYN,0.0836460968142152
HADHB,0.0835976023775441
CACNA1E,0.083549125944139
OLIG1,0.0835421484136077
RDX,0.0834798319376764
RNASEH2B,0.0832028083236451
