metric,A1C,DLPFC,IPC,ITC,M1,MFC,OFC,S1,STC,V1,VLPFC
fa,0.4546892931961068,-0.04155958658052593,-0.5111099372887677,-0.8601164193831016,0.059183775248789164,-0.003363524403680598,0.38189926014473796,1.63836853552243,0.30657217656976943,-1.4014337785671334,-0.01004434836543911
ficvf,1.551965077897168,-0.41955268784048627,-0.7985319609722398,-1.4777788049822969,1.0548112242279257,-0.06757070823342513,-0.5078701501405022,1.3288916693419741,-0.3092575691982355,-0.19969478941416846,-0.17937632537878967
md,-1.3345214070477496,0.3662113936893602,0.5248545156340543,0.8364693371629617,-1.1799610394442481,0.5011397669473232,1.1000099761597897,-1.4248851399344051,0.32167407545351473,0.11647262307363505,0.23912959430837302
myelin,1.6014066805357465,-0.7292591671960181,-0.9979353840652109,-1.305488999882142,0.9956676430979553,-0.607290910653364,-0.5284830235343142,1.6025918461137787,-0.17690763423287229,0.5158941518279727,-0.37472621414698276
odi,1.205639032023249,-0.3678225684597885,-0.370754772539688,-1.151814745541553,0.7080355503868361,-0.0663367610508879,-1.1081936224568276,0.3957237858862842,-0.5680320423658048,1.5910456408032454,-0.21589473619393623
thickness,1.505241809678259,-0.5867785807319563,-1.123276542739117,-0.3102613107639873,0.9114082759021075,0.4047068069131144,-0.9422873932667846,0.7367063509596484,0.7800381563558029,-1.1213027689407993,-0.24056030204865012
