symbol,sample,region,age,log2_rpkm,pc1,mean_rpkm,mean_nl_residuals
NUP93,HSB92,S1,147,3.93763365552307,-3.38016871629282,4.09565224610737,3.58606212329821
NUP93,HSB92,STC,147,4.2576811042998495,0.18186962466214898,4.09565224610737,3.9061095720749903
NUP93,HSB92,V1,147,4.39357689522797,0.34286980422210805,4.09565224610737,4.04200536300311
NUP93,HSB92,VLPFC,147,4.51536364328678,0.597562123840126,4.09565224610737,4.16379211106192
NUP93,HSB96,A1C,112,4.05469968597178,-3.6381361781909503,4.09565224610737,3.6355408185353197
NUP93,HSB96,DLPFC,112,4.98884518050796,1.1882166584793201,4.09565224610737,4.5696863130715
NUP93,HSB96,IPC,112,4.36459904487154,2.0284257134885704,4.09565224610737,3.94544017743508
NUP93,HSB96,MFC,112,4.98884518050796,0.444456492467492,4.09565224610737,4.5696863130715
NUP93,HSB96,STC,112,4.72987509766317,0.18186962466214898,4.09565224610737,4.31071623022671
NUP93,HSB96,V1,112,4.20546305066936,0.34286980422210805,4.09565224610737,3.7863041832329
NUP93,HSB96,VLPFC,112,4.87185867650439,0.597562123840126,4.09565224610737,4.45269980906793
NUP93,HSB97,A1C,119,4.340937491839649,-3.6381361781909503,4.09565224610737,3.89013606435587
NUP93,HSB97,DLPFC,119,4.96661208483013,1.1882166584793201,4.09565224610737,4.515810657346349
NUP93,HSB97,IPC,119,4.36169313522633,2.0284257134885704,4.09565224610737,3.91089170774255
NUP93,HSB97,MFC,119,4.56877114460118,0.444456492467492,4.09565224610737,4.117969717117401
NUP93,HSB97,OFC,119,4.98884518050796,1.82268099129458,4.09565224610737,4.53804375302418
NUP93,HSB97,STC,119,4.32300084466051,0.18186962466214898,4.09565224610737,3.87219941717673
NUP93,HSB97,V1,119,4.32152819653831,0.34286980422210805,4.09565224610737,3.8707267690545297
NUP93,HSB97,VLPFC,119,4.829982460228321,0.597562123840126,4.09565224610737,4.37918103274454
NUP93,HSB98,A1C,133,4.30343752855397,-3.6381361781909503,4.09565224610737,3.9036992338469396
NUP93,HSB98,DLPFC,133,4.98884518050796,1.1882166584793201,4.09565224610737,4.58910688580093
NUP93,HSB98,IPC,133,4.26128197025922,2.0284257134885704,4.09565224610737,3.86154367555219
NUP93,HSB98,MFC,133,4.58182555913921,0.444456492467492,4.09565224610737,4.18208726443218
NUP93,HSB98,STC,133,4.42980721740511,0.18186962466214898,4.09565224610737,4.03006892269809
NUP93,HSB98,V1,133,4.42931199550017,0.34286980422210805,4.09565224610737,4.02957370079314
NUP93,HSB98,VLPFC,133,4.44661725554581,0.597562123840126,4.09565224610737,4.04687896083878
