FAM110B,IGFBP5,NNAT,CADM1,ACVR2A,ELAVL4,THRB,ZNF536,CALB2,SCGN,ERBB4,DLX1,ST8SIA5,TTN,DBN1,OSBPL8,PTOV1,TAGLN3,PRDX5,KLHL9,KLHL7,WDR36,NUP93,HPCAL1,MAP4,EIF4G2,SHC3,DCAF7,STAG1,EPHA5,DDX6,UBB,RPRD1B,XRCC5,AMOTL1,MEIS2,PPFIBP2,HUNK,PGAP1,CORO1C,MKLN1,CHD9,SOX6,EFNB1,PRKD1,CBX5,RNASEH2A,ARHGAP11B,MEGF10,SOX1,TKTL1,PSRC1,MCM2,SFRP1,TFAP2C,NEUROD4,EOMES,NHLH1,ALDH9A1,NRP1,SPAG9,KLF12,ILDR2,SH3RF1,CNR1,ZNF608
0.0,0.00281503472295802,0.00156078155785897,0.00170652067292776,0.015207893194036998,0.00700188031493779,0.00878560004952015,0.0134238861300903,0.008845690946254871,0.0136007020998306,0.0254259463091567,0.0260977968700625,0.0295699539082327,0.000389269452208247,0.00011847611606931499,0.000818587314717246,0.000103578875737808,0.00177314847738595,0.00028676527737423103,0.0013033954362329,0.0020615100753228,0.000718112815295249,0.00300120458169598,0.00152448687829784,0.00038406180438390697,0.00047806561594905897,0.000162761515504867,0.00227385857988903,0.00131589297279838,0.00761528964472242,0.00231838821509905,0.000568896941343579,0.0018613863249539102,0.0010865288295372302,0.0009138631249447881,0.00200901543001705,0.00142756086618296,0.0011917768786752802,0.0009544410837003949,0.00024088457995818398,0.000201967689340349,0.000372249851048627,0.00149239805614744,0.00149209300679455,0.00174415157751879,0.000208024606216017,0.000159039598012215,0.00022909480298270499,0.00060947698344533,0.00102233987729638,0.000727297124234039,0.00048146637636704403,0.000513006289478687,0.00106963138274691,0.000700505271302358,0.0006408695215583599,0.000808689397446366,0.000681776128069551,0.0006841474813466809,0.000370113877271655,0.0010377802008551698,0.00129722772649659,0.00039290149259223997,0.0007070269230001241,0.00022748574210149303,0.00238846601919737
0.00281503472295802,0.0,0.0520946434379786,0.007270132420293209,0.05016158033009599,0.0240330959809278,0.0160172740389728,0.0109507044818122,0.0303835392686082,0.0234576247388942,0.0369851887392594,0.0248003295489469,0.0242902527692316,0.0017420632007257599,0.000832354938045599,0.00500709993007081,0.00151564604606863,0.00919314206045613,0.00271531571786647,0.0172646340250937,0.0158003613107838,0.00465308185359394,0.0180680006890674,0.0418699025363899,0.011336532932055,0.00832322978340902,0.004831799055951671,0.00104805228591978,0.00599167007572037,0.0032281980390535,0.00025893711064859705,0.00947168574334432,0.012350567682646,0.0100453895374743,0.0170055774396752,0.049496782646455996,0.0344331775745234,0.028797686372732004,0.0356322606137053,0.0038465072737428,0.00149375763836846,0.0032045491477158197,0.00862009608982657,0.0148664900896478,0.008843070636109021,0.000690483766420475,0.00039327646343251,0.00044658482202722003,0.0111531079281312,0.0045472319168841395,0.00727498253866687,0.00422535886010444,0.0027069586652727603,0.00843933316020707,0.0030870530180446,0.00319450372707397,0.00376065951425667,0.0031343362668523104,0.0156162839762844,0.00987036095909236,0.0299618013854152,0.0510308120930246,0.008471738377081,0.0206972312210955,0.00185074336726392,0.00659110107236266
0.00156078155785897,0.0520946434379786,0.0,0.0037562011343806297,0.0365075862254422,0.041702183336358,0.0141941007834756,0.0105440764245137,0.0188807609978093,0.0180430866711181,0.0256913674980469,0.0189172647793593,0.0162477139344664,0.00111509577691239,0.00215839233872301,0.0036875637982343398,0.0019469239897729601,0.0192380381123289,0.00331795488905181,0.011761216680071,0.0180028084960422,0.00547366724938547,0.0276556102639045,0.0559314210241126,0.0102759283939455,0.0233934659881281,0.0152015099495367,0.00229467065378418,0.00925428923609528,0.00522432190851431,0.00057968597089648,0.0232081474198855,0.0292429810618685,0.0196769588071734,0.0226956668284043,0.0939872858783439,0.0353713274122839,0.0670521160087221,0.0861391940483777,0.00442895768153489,0.00216696848907653,0.00705664095191541,0.0108477854498478,0.0259082115697165,0.0188970100544159,0.00166302023538842,0.0008898921150603461,0.00115871501606566,0.0234868690475331,0.0122504992806628,0.0211408736849133,0.0108863283901771,0.00763731989773503,0.0200165417215077,0.008957434244618279,0.0102028332080063,0.0112190771893911,0.009691592580050059,0.0269604298884419,0.0180452855916974,0.0583736628594731,0.0305749704145797,0.0128934840261731,0.0258221729288477,0.00212645844127013,0.00841067374877615
0.00170652067292776,0.007270132420293209,0.0037562011343806297,0.0,0.00828681325579797,0.020307600969717,0.0313267159004495,0.0482404387450218,0.0711364412476469,0.0273032210175585,0.0453506397892197,0.0388725485994645,0.0334052385691983,0.00102630823527795,0.000179658849934682,0.0114124571237125,0.00156963161507056,0.00497976353837131,0.00953460825735174,0.025176123460490002,0.0234692160480686,0.00335815521934653,0.0152694975996951,0.00794409835807994,0.00748554879835593,0.00165054039829422,0.000286157171991358,0.000257122673878698,0.0026032865847588197,0.00141312873214449,0.000492125189513117,0.000680473340158466,0.0017166121565865698,0.00514478972712872,0.0014615764651408,0.0021418560298917897,0.00236825389429787,0.00302012980175905,0.0042561552076041,0.00403351639519975,0.00140837367507845,0.000567102671041365,0.0164799360620763,0.00339524904737452,0.00366798367329541,0.00945600142525999,0.00562587109000047,0.0008642980313092269,0.00594843967361961,0.00909840332657721,0.0033312050326823398,0.00607430813329321,0.00529085734138843,0.00620083120491429,0.00615984928822054,0.004550787743871821,0.00520622401607333,0.00345093247933256,0.00534600597391201,0.00203285593257566,0.00439380511141141,0.00425446019804554,0.0267183169534114,0.0083452086868999,0.00394581482394336,0.0018394140392836
0.015207893194036998,0.05016158033009599,0.0365075862254422,0.00828681325579797,0.0,0.0908704746101273,0.046118343898107,0.0288594812164489,0.0313791673833818,0.0416110000146914,0.0567645368519581,0.0508515636683772,0.04488562918157799,0.0007913467338983849,0.00113131757908417,0.00596133624322726,0.0022381115808263,0.0271057942964225,0.00415211812378761,0.009789117376027029,0.0224143009701797,0.00651971568968227,0.0369856934440866,0.0372418451421684,0.00922422845075541,0.0162898987461072,0.0041031844052650205,0.00127977533329492,0.00649237829180068,0.0035250154056981602,0.000251046705510479,0.00893796719595839,0.00884349413981206,0.0107519641329975,0.00770707402958637,0.037560939327202995,0.0261582424830145,0.0301841091943731,0.0228132126825648,0.00305624726911487,0.00083433331560355,0.00168479789897913,0.00566259126273588,0.0144477890782348,0.00587146504426785,0.000490983725477634,0.00044189763224354806,0.000315592488846194,0.00645979017182842,0.003498107319231,0.00537444693507143,0.00217991672601979,0.00157885213125395,0.00564537837440209,0.00175317065899782,0.0020003817711278,0.00224200135859561,0.00173854549315654,0.00982726218189307,0.00485831685295291,0.0172599583112646,0.020305375984866002,0.00566875882974121,0.0147518559267158,0.0018390208442930801,0.0102596635095845
0.00700188031493779,0.0240330959809278,0.041702183336358,0.020307600969717,0.0908704746101273,0.0,0.054105383873870996,0.0713363414760863,0.062146380122577005,0.0636717625421505,0.0882733078716958,0.0822061646801328,0.0655324568365854,0.0008174094118306009,0.00150315796735048,0.0176617810744982,0.0043481334165857205,0.0204568188680483,0.00943906783070328,0.0138359580462422,0.0412976728492535,0.0109144641123529,0.0425456802156884,0.0482759178585797,0.0142384484039079,0.0365535071885643,0.00547639660321596,0.0010764042407493,0.0060580225204825205,0.00155552444709617,0.000213584381690269,0.005244955794618029,0.00926247055204012,0.0165030289158023,0.0056532836410280295,0.0236963470933966,0.0113685273206958,0.0299668279641963,0.0169428663373652,0.00393790562025291,0.000712768817009918,0.00122850984390977,0.009915251947686941,0.0101351456438251,0.0046076802581549,0.0008825450420523801,0.000737004530212179,0.000262184895005077,0.00412131815567055,0.00433410254411436,0.00386328782815839,0.00144732480109544,0.0010933105499032199,0.00365456605492473,0.00105049513985282,0.00126134502324774,0.00149019056082924,0.0009582379231185679,0.00945470027372981,0.00322610562773465,0.0117840609447205,0.0193181611977651,0.0100593304948854,0.0146929946825635,0.00215217997550304,0.00682025212971311
0.00878560004952015,0.0160172740389728,0.0141941007834756,0.0313267159004495,0.046118343898107,0.054105383873870996,0.0,0.0360021966205534,0.0677420211110159,0.0848899393911424,0.0905693284650334,0.10546342761045899,0.0893739056016909,0.000310526101663629,0.00039947629936990697,0.0137479959654868,0.00272381367027544,0.0155929942844883,0.00595868480581463,0.0086846830153039,0.0281498098236411,0.00485081549268942,0.0459421126608351,0.0187284178035475,0.011241367176633002,0.00520249802139827,0.000822918369362356,0.000394189861004625,0.00295392457909878,0.0012268558264097,0.000132030401499824,0.00170765107994954,0.00459169231584865,0.00606270206403712,0.00231638649762145,0.0130295391434128,0.0210972540871123,0.007887285513697521,0.00743199055598241,0.00259492603660302,0.000308138876782907,0.000361916264841125,0.00600803104265273,0.0044883668657116,0.0018666279845537899,0.000613815357676189,0.000520253073943824,0.000104305777256916,0.00229620205008625,0.0025915181768104,0.0009918491001638901,0.000849814289897879,0.00044989934784053,0.00174376579708978,0.000552376795459504,0.000419027696730535,0.000541753001326238,0.000315675128861305,0.00297070603667038,0.00159191534886136,0.006289291792654229,0.0212114178225994,0.00583956563742673,0.012064838484216002,0.00325176871815357,0.00825862577250012
0.0134238861300903,0.0109507044818122,0.0105440764245137,0.0482404387450218,0.0288594812164489,0.0713363414760863,0.0360021966205534,0.0,0.0757347050193156,0.0915360820607108,0.16226220135987698,0.147012590605846,0.11922134468743302,0.0026059247968842603,0.00147750433469001,0.0267445207314572,0.00431348942654644,0.00790940703693012,0.0144734891460921,0.0182296532441358,0.0241084231840903,0.0074829029480738595,0.0365019419298853,0.0202083380152294,0.0108752159983274,0.0071712274618619,0.0019062116498083602,0.0019356122566613102,0.00545397228718547,0.002420792286833,0.00245371400479505,0.0024564025803121103,0.0057633998081355895,0.0158218668076821,0.00456580322702086,0.007461571395388009,0.00448098797263636,0.0141213986053084,0.0118300927340461,0.0059216790812054295,0.0038345690463673,0.0027543621263349197,0.0418136932999713,0.013296676666693,0.0130110325616532,0.00826047239370483,0.0061837930571987,0.00163919695572588,0.0134880436604859,0.0244614745120553,0.0114773613044146,0.0129176944135083,0.0112879810321965,0.017454315043207002,0.0140795267014586,0.0120465176477766,0.0132592352111988,0.0093946154620757,0.0113844624768318,0.00597827705794805,0.0125822815991261,0.0104848167573967,0.0152760544061924,0.0119563062152382,0.00344396083776367,0.0101333165058516
0.008845690946254871,0.0303835392686082,0.0188807609978093,0.0711364412476469,0.0313791673833818,0.062146380122577005,0.0677420211110159,0.0757347050193156,0.0,0.11699895255420698,0.162306557834204,0.16038554084580803,0.151904442410613,0.0008043155520327139,0.000293422764215367,0.0110891062396658,0.0018470056005097898,0.0079609879525659,0.00790387485479435,0.0147024257250055,0.0193137134679941,0.00338095942597675,0.0333995481916248,0.0162170541864495,0.00884896859340156,0.00649583895846046,0.00110046124268678,0.00040945941976015403,0.0024402835336075302,0.00104263307434801,0.000356779532467771,0.0014365082330005,0.00311335871120779,0.00543937588872229,0.0021866128796095897,0.007479953109305999,0.00646614066491663,0.00760358770427598,0.0091567493918087,0.00250661076985358,0.00100709633636351,0.000735553451182057,0.0167853030751957,0.00428282718707364,0.00501180642654967,0.00228589078112476,0.00102580036921764,0.000234603990767783,0.00484292156096115,0.00753472123183822,0.0026534523201973198,0.0027969443738333102,0.0018581536911008302,0.00386274890615121,0.00248110954193239,0.00196007468291164,0.00229239578315945,0.00149187347872603,0.00525199644013368,0.00225541821827127,0.0076145038593133,0.0146952018561034,0.0203255637870224,0.0127533639152977,0.0038322326461965,0.00830218817028878
0.0136007020998306,0.0234576247388942,0.0180430866711181,0.0273032210175585,0.0416110000146914,0.0636717625421505,0.0848899393911424,0.0915360820607108,0.11699895255420698,0.0,0.216422494595863,0.28701225552134396,0.22266211306674696,0.00045851017422292,0.000636586706919405,0.017947339132547,0.005127874239744,0.0143572530258862,0.0125778394250229,0.00901847708042391,0.0221376449076084,0.0066277368834384,0.06842137663729099,0.0159951291369919,0.0121180248945111,0.00916421409704645,0.0011380007341539,0.000758981892130491,0.00401831537732042,0.00108353138029831,0.000524198258057871,0.00174839531461367,0.0033185297712599,0.006833762098961129,0.00195676152565406,0.0093165529791705,0.009188537600950859,0.00842347878272274,0.008547324463806391,0.00344114577468925,0.000881708571152009,0.000603708917696833,0.0171091229014174,0.00469211937348746,0.00317524509983407,0.00136956384663161,0.00113893071651933,0.000176317624637304,0.0033235318499334698,0.00684566918975839,0.00193969813209734,0.00232686459619953,0.00139438137937706,0.0036064162100831296,0.0018754328419037603,0.00132339590784507,0.00170724594272334,0.00107029168379018,0.0037268486974065796,0.00260936747855939,0.00803286350920753,0.0230253982280725,0.0108990782092141,0.0103882131002407,0.009655973200358341,0.0200679655049178
