,ACVR2A,ALDH9A1,AMOTL1,ARHGAP11B,CADM1,CALB2,CBX5,CHD9,CNR1,CORO1C,DBN1,DCAF7,DDX6,DLX1,EFNB1,EIF4G2,ELAVL4,EOMES,EPHA5,ERBB4,FAM110B,FUT1,GAN,HPCAL1,HUNK,IGFBP5,ILDR2,KLF12,KLHL7,KLHL9,MAOA,MAP4,MCM2,MEGF10,MEIS2,MKLN1,NEUROD4,NHLH1,NNAT,NRP1,NUP93,OSBPL8,PDE1A,PGAP1,PPFIBP2,PRDX5,PRKD1,PSRC1,PTOV1,RNASEH2A,RPRD1B,SCGN,SFRP1,SH3RF1,SHC3,SLC7A14,SOX1,SOX6,SPAG9,ST8SIA5,STAG1,TAGLN3,TFAP2C,THRB,TKTL1,TTN,UBB,WDR36,XRCC5,ZNF536,ZNF608
FAM110B,0.015207893194037,0.000684147481346681,0.000913863124944788,0.000229094802982705,0.00170652067292776,0.00884569094625487,0.000208024606216017,0.000372249851048627,0.000227485742101493,0.000240884579958184,0.000118476116069315,0.00227385857988903,0.00231838821509905,0.0260977968700625,0.00149209300679455,0.000478065615949059,0.00700188031493779,0.000808689397446366,0.00761528964472242,0.0254259463091567,1,4.89796592025398e-05,6.91142720744439e-05,0.00152448687829784,0.00119177687867528,0.00281503472295802,0.00039290149259224,0.00129722772649659,0.0020615100753228,0.0013033954362329,0.000366400642235547,0.000384061804383907,0.000513006289478687,0.00060947698344533,0.00200901543001705,0.000201967689340349,0.00064086952155836,0.000681776128069551,0.00156078155785897,0.000370113877271655,0.00300120458169598,0.000818587314717246,0.00157974758199706,0.000954441083700395,0.00142756086618296,0.000286765277374231,0.00174415157751879,0.000481466376367044,0.000103578875737808,0.000159039598012215,0.00186138632495391,0.0136007020998306,0.00106963138274691,0.000707026923000124,0.000162761515504867,0.00164839499642593,0.00102233987729638,0.00149239805614744,0.00103778020085517,0.0295699539082327,0.00131589297279838,0.00177314847738595,0.000700505271302358,0.00878560004952015,0.000727297124234039,0.000389269452208247,0.000568896941343579,0.000718112815295249,0.00108652882953723,0.0134238861300903,0.00238846601919737
FUT1,0.00103144682870488,0.00385459856701823,0.00126207598664535,0.000133871973971913,0.00485768077672626,0.00418080742357698,0.000212523482051278,0.000257850263390252,0.000245481304766634,0.00301740811592498,9.49671483567181e-05,9.55524382223622e-05,1.50278833050271e-05,0.000715052061693685,0.00145422802105916,0.00178505662678348,0.00249365275217115,0.000616043441487347,0.000835509417122946,0.00128683248437578,4.89796592025398e-05,1,0.00279316719675733,0.00743251800914612,0.00263994672230694,0.00296473413765284,0.00545538267963609,0.00171470070890717,0.00500277788299571,0.0101515156395775,0.0571242217377763,0.00584650089965067,0.000561854568086207,0.00133313598610159,0.00207258104146774,0.000461820123894976,0.000556384267572388,0.000518237380511661,0.00130710484182326,0.000901418650887559,0.00398942772725913,0.00550952497065673,0.00426460123523619,0.00360056322926722,0.0027130256439969,0.00479249345256545,0.00110512916522613,0.000631403440914134,0.000711720097819589,0.000225151489791108,0.000847120750304795,0.00116337525589891,0.00102425678465503,0.0046615353585479,0.000714877298864134,0.0187481329283706,0.000530937236933124,0.0036115971320153,0.00222806498755563,0.000535630020170013,0.00111452206980955,0.00188455244866614,0.000486356381864747,0.00103111116969925,0.000778565437933886,0.000171871047213685,0.00135194148163247,0.000880864219857603,0.00209411295294264,0.00158635182051881,0.000346175321906286
GAN,0.00125048444852584,0.00283536063448925,0.000870270972058034,0.0052071416046263,0.00535282558508632,0.00207024598228712,0.00115216285035485,0.000864425788985937,0.00014878035328376,0.000645343478082867,0.00323260074820763,5.02570075493764e-05,0.000387634536168272,0.00118582523602214,0.00265887615597314,0.000263476873199582,0.00405894059895441,0.0132584073840252,0.000471245546295866,0.00144691419854861,6.91142720744439e-05,0.00279316719675733,1,0.000649420286269651,0.00121220159558868,0.000880214142921443,0.000906218607225826,0.00100252966668275,0.000638636267177229,0.000712350549781247,0.000702283737826531,0.000226232820830628,0.0099066869326484,0.00414502488902099,0.000656070260971119,0.00129092204628521,0.0131155444636408,0.0133216837763045,0.00179949985549064,0.00228300154755048,0.000878943743464239,0.000398836763945447,0.000531911690816169,0.00122536146179927,0.000374071793487411,0.000169548666522554,0.00201353318454494,0.00799930049680694,0.000127526639613841,0.00193200363439222,0.000401846957887663,0.001049705473741,0.0108169771853229,0.00059645291903416,0.000119137725789623,0.00391969285160372,0.00527442010598857,0.000933612931438885,0.00213494363716399,0.00101284475511629,0.000404981392715466,0.000236663814568546,0.0110079088376533,0.00652161507631267,0.00854572173845521,0.000120287776272344,0.000275100304315451,0.000116514723146632,0.00104935830462604,0.000895882347815705,0.000221869111263208
HPCAL1,0.0372418451421684,0.0730802261864694,0.0662337685346169,0.00435760196357342,0.00794409835807994,0.0162170541864495,0.00399330535348048,0.022107515638925,0.00700702048457751,0.038199325821326,0.0173686546751875,0.014196764813618,0.0019608016738667,0.0104660123555505,0.0675303900675486,0.0596371770459123,0.0482759178585797,0.0191958858708218,0.0129367472333732,0.0132666331684438,0.00152448687829784,0.00743251800914612,0.000649420286269651,1,0.128936648405691,0.0418699025363899,0.02411180751553,0.0489026482715291,0.10515002297628,0.0541350409921467,0.0235709058389479,0.100107704625651,0.0146592766798303,0.0367741798820712,0.104101810164586,0.0119594023584891,0.0177498561922511,0.0150215662570293,0.0559314210241126,0.0347340930757147,0.0690559252377647,0.0316285060643211,0.00679688766394481,0.0682298054429496,0.0926555030639809,0.0368711359455308,0.0291652808108039,0.0163185028163884,0.0328705089400139,0.00417512686780563,0.0764432519034697,0.0159951291369919,0.035897956401781,0.0579560443150395,0.0440365350921681,0.00628146248291973,0.0156793775280909,0.0228795117372492,0.071762565144645,0.00727928711415258,0.0485985819934864,0.0484940577938078,0.0143464588604273,0.0187284178035475,0.0339511251444626,0.00698341712357814,0.0554110995229558,0.0658543082206455,0.0795670203538214,0.0202083380152294,0.0235924141564165
HUNK,0.0301841091943731,0.121545028743589,0.0945321273267827,0.0202912309553014,0.00302012980175905,0.00760358770427598,0.0171671517864823,0.0531599702043452,0.00860901804572528,0.0365878159239265,0.0324024214530786,0.0151622143701019,0.00797964092296418,0.00421704071419132,0.100039993623373,0.0771852289702857,0.0299668279641963,0.0806832486303603,0.0262627572925243,0.00706145839890113,0.00119177687867528,0.00263994672230694,0.00121220159558868,0.128936648405691,1,0.028797686372732,0.0336664085747008,0.0441460256254668,0.0562400683222459,0.0531101139385582,0.0166495668125794,0.0513261868216351,0.0585359720892898,0.084641857899621,0.136162867734611,0.0240939791836705,0.0784952355032189,0.0689698613205414,0.0670521160087221,0.0810692774320306,0.049250710780624,0.0152998273539022,0.00366563200991141,0.131742699999167,0.0895361479207044,0.0188475546123748,0.0745052096365624,0.060413865209477,0.0170530250787374,0.0158602483343232,0.102673014467721,0.00842347878272274,0.0995400780384907,0.0782132236722056,0.0962101615876258,0.00202833828672142,0.0516221570551921,0.041047581712686,0.121917039587589,0.00273659530831772,0.0532746195205255,0.0224589797949099,0.0649230698712238,0.00788728551369752,0.0969127842337052,0.012785872068064,0.0887720262755197,0.0369024329551555,0.113173431552709,0.0141213986053084,0.0307309939608008
IGFBP5,0.050161580330096,0.0156162839762844,0.0170055774396752,0.00044658482202722,0.00727013242029321,0.0303835392686082,0.000690483766420475,0.00320454914771582,0.00185074336726392,0.0038465072737428,0.000832354938045599,0.00104805228591978,0.000258937110648597,0.0248003295489469,0.0148664900896478,0.00832322978340902,0.0240330959809278,0.00376065951425667,0.0032281980390535,0.0369851887392594,0.00281503472295802,0.00296473413765284,0.000880214142921443,0.0418699025363899,0.028797686372732,1,0.008471738377081,0.0510308120930246,0.0158003613107838,0.0172646340250937,0.0199658711670323,0.011336532932055,0.00270695866527276,0.0111531079281312,0.049496782646456,0.00149375763836846,0.00319450372707397,0.00313433626685231,0.0520946434379786,0.00987036095909236,0.0180680006890674,0.00500709993007081,0.0118136942744146,0.0356322606137053,0.0344331775745234,0.00271531571786647,0.00884307063610902,0.00422535886010444,0.00151564604606863,0.00039327646343251,0.012350567682646,0.0234576247388942,0.00843933316020707,0.0206972312210955,0.00483179905595167,0.0247050229490992,0.00454723191688414,0.00862009608982657,0.0299618013854152,0.0242902527692316,0.00599167007572037,0.00919314206045613,0.0030870530180446,0.0160172740389728,0.00727498253866687,0.00174206320072576,0.00947168574334432,0.00465308185359394,0.0100453895374743,0.0109507044818122,0.00659110107236266
ILDR2,0.00566875882974121,0.0425007732389238,0.0138028875220026,0.00431258238339655,0.0267183169534114,0.0203255637870224,0.0143189556593662,0.00781564356391582,0.0334837347838956,0.01681974679571,0.00121405100788874,0.000519300885182602,0.00261811819807783,0.00921934792793465,0.0288773609894848,0.0110438552425012,0.0100593304948854,0.0411210537984104,0.00314096621643341,0.0149786724191304,0.00039290149259224,0.00545538267963609,0.000906218607225826,0.02411180751553,0.0336664085747008,0.008471738377081,1,0.0284481031885748,0.0144129629235382,0.024655525255046,0.0473601155622086,0.0219903779644698,0.0340378435120109,0.0734007484068074,0.0217328875689617,0.00672733554609791,0.0385413269631375,0.0322233418437755,0.0128934840261731,0.0272023012649751,0.0349156639494807,0.00959459427767994,0.00193147429029248,0.0454673165571794,0.0127223560007807,0.0244434250447971,0.0271554233767791,0.0470586373781977,0.00316988052269466,0.00750089249925752,0.00762620392371997,0.0108990782092141,0.0519193808517703,0.0901101231044675,0.00587920618607724,0.00572970434824245,0.0458195777932296,0.0608532759292614,0.0609182820314179,0.00731034212627005,0.00588719230603935,0.00399818293503183,0.04187754730133,0.00583956563742673,0.0374337601733129,0.00297871442983619,0.00559564168483949,0.00324176261903439,0.0169814007820771,0.0152760544061924,0.0133467397649281
KLF12,0.020305375984866,0.0277012043111985,0.0265075792364321,0.000761740914236684,0.00425446019804554,0.0146952018561034,0.00192369649501641,0.00670895348423782,0.0188133415411762,0.010391490570223,0.00165458354730143,0.00357477997209744,0.000888676489769236,0.022212410156525,0.024909869071932,0.0308522266506725,0.0193181611977651,0.00827784238260755,0.00309378226252379,0.0332644975463774,0.00129722772649659,0.00171470070890717,0.00100252966668275,0.0489026482715291,0.0441460256254668,0.0510308120930246,0.0284481031885748,1,0.0226647496406723,0.0183534561260631,0.0145036612103568,0.0202778774009223,0.006210535763632,0.0321931018026065,0.0592691967765789,0.00361952786863658,0.00702777110249136,0.00667610932942693,0.0305749704145797,0.0187006719568746,0.0337778801769504,0.0224707094555655,0.00188467703104615,0.0463580382171064,0.0374953670546363,0.00934178349479675,0.0151123308653053,0.0113024663624274,0.00394135855246669,0.000837763436761938,0.0167981795657787,0.0230253982280725,0.0187112596647434,0.082973462281882,0.0134973087420125,0.00555126812896435,0.0106591862842204,0.0201676428014858,0.0692036591248062,0.0195829820836468,0.0114127517987178,0.00709129569540473,0.00805541747629842,0.0212114178225994,0.0131016345484364,0.00129549180374745,0.0101222482602055,0.00915639816775212,0.0182724144881955,0.0104848167573967,0.0294844588208493
KLHL7,0.0224143009701797,0.0403881322093806,0.0256014219311516,0.00317889339563483,0.0234692160480686,0.0193137134679941,0.00221719301601462,0.00888238442277178,0.00557518195068802,0.0375329865591659,0.0122273670937891,0.0139023845483201,0.000646281518910634,0.0196511394886344,0.033440226372601,0.0327333798179267,0.0412976728492535,0.0100438108007515,0.00962585759728577,0.0184894856281096,0.0020615100753228,0.00500277788299571,0.000638636267177229,0.10515002297628,0.0562400683222459,0.0158003613107838,0.0144129629235382,0.0226647496406723,1,0.0753839093218762,0.0165970929759564,0.0824680167367186,0.00988332765454984,0.0164560395566784,0.0435950793241409,0.00916003462636011,0.00931859671413344,0.00753965630207531,0.0180028084960422,0.0150977775072895,0.0734767955393651,0.0395960656628665,0.00996390893610487,0.0303652226440482,0.0347378156504437,0.0313912346998151,0.0138621918585459,0.00916473809263744,0.0435576496062789,0.00560247646077638,0.0478055679231957,0.0221376449076084,0.0186775154876991,0.0297607536552691,0.0115292540220385,0.00372133345363012,0.008326481245105,0.0144358085006916,0.0297355316058614,0.0124504956584125,0.0455889155810108,0.0533154029527023,0.00748487846760571,0.0281498098236411,0.0151673907300575,0.00465916717250765,0.0187315594255866,0.111703096871655,0.0709668798600621,0.0241084231840903,0.00944595961021008
KLHL9,0.00978911737602703,0.0823167200258962,0.040191670434446,0.0103068284628578,0.02517612346049,0.0147024257250055,0.00873148854835351,0.0193017054088034,0.00571230545626095,0.0494346090470213,0.00806375339241921,0.0133159297916613,0.00305290322356747,0.00905168494336034,0.0524439240518903,0.0163441766717336,0.0138359580462422,0.0454418159994538,0.0278158718051151,0.0131452378050134,0.0013033954362329,0.0101515156395775,0.000712350549781247,0.0541350409921467,0.0531101139385582,0.0172646340250937,0.024655525255046,0.0183534561260631,0.0753839093218762,1,0.0353285702140304,0.0446701697455285,0.0384039802059686,0.0479423902045374,0.0303729626800471,0.0385396976918308,0.0425266561584632,0.0373166782857743,0.011761216680071,0.0355287242103604,0.0330141956468731,0.0355610465539351,0.0194357670781757,0.0437304315595451,0.0208808537160445,0.0231267058997676,0.0337348011347718,0.0386948981171547,0.0187158414169908,0.0116892107755739,0.0279197298184922,0.00901847708042391,0.0578404826164275,0.033645219067656,0.0152312331240798,0.00570062655880103,0.0304924573002999,0.0353639193677904,0.052865964126744,0.00643309061862204,0.0441659121267239,0.0282118392565423,0.0386326802463417,0.0086846830153039,0.0444255241386919,0.013055845541327,0.0250711546615245,0.0371691435223869,0.0609507154067948,0.0182296532441358,0.00884266850104383
MAOA,0.00407312845523026,0.0290427139821458,0.00925824231226918,0.000675607636726104,0.0209244552977643,0.032724988676429,0.00251330736169614,0.00299426053525604,0.00345304407053548,0.0099527298593558,0.000526239173566907,0.000408734025875238,0.000346552074825243,0.00787353828529033,0.0110138286893839,0.00794092009159685,0.00903825451182049,0.00675463206346051,0.00188650071397281,0.0130721605192471,0.000366400642235547,0.0571242217377763,0.000702283737826531,0.0235709058389479,0.0166495668125794,0.0199658711670323,0.0473601155622086,0.0145036612103568,0.0165970929759564,0.0353285702140304,1,0.023284882682686,0.00534892784723797,0.0187628976297935,0.011282177585749,0.00305647245746614,0.00558613999208605,0.00469506510249604,0.00660836931567373,0.0101834386185872,0.0154282781652436,0.00974479754572626,0.0069221942654508,0.0195632823806679,0.0076371909604191,0.0141302627330699,0.0131225647561244,0.00869442657939391,0.00217101500962278,0.00137622742295783,0.00444908519220899,0.00778538414763068,0.0114770500737873,0.0397193970448769,0.00294007347890602,0.0503162168088767,0.00845501913262639,0.0350259556167715,0.0244571141617629,0.00749850031276254,0.00463474994925462,0.00274951899270619,0.00613035155253996,0.00426524602762189,0.00844768975354369,0.00153020396636724,0.00355327299486647,0.00306206430454104,0.0112323534443687,0.01352117797023,0.00404838518497209
MAP4,0.00922422845075541,0.0411969456743275,0.0199257820354834,0.00236385813806542,0.00748554879835593,0.00884896859340156,0.00335581654916245,0.00856619460492335,0.00719935341350506,0.0371103176944823,0.00853546713872385,0.00220224052920064,0.000830558113671618,0.0070257791409681,0.0361633341469599,0.0194439615747441,0.0142384484039079,0.0139179406338156,0.00509626023286357,0.00711958036068634,0.000384061804383907,0.00584650089965067,0.000226232820830628,0.100107704625651,0.0513261868216351,0.011336532932055,0.0219903779644698,0.0202778774009223,0.0824680167367186,0.0446701697455285,0.023284882682686,1,0.0116850383936428,0.0261298373480445,0.0363105604830246,0.00558745539020725,0.0128062811391983,0.0105685800384994,0.0102759283939455,0.0217339043654442,0.0869182905394739,0.0433957068606895,0.00214573495661465,0.0344840368979733,0.0291193647443423,0.07669858619831,0.0143960159288774,0.0143735997104615,0.0410085069302593,0.00409866447553374,0.0223824273351457,0.0121180248945111,0.0235159164800633,0.0506535493037784,0.008593541908849,0.00227829419525352,0.0113116080423193,0.0178087355965121,0.0354095633046605,0.00297453454288488,0.0149446726145899,0.0275338237682011,0.0115040643580832,0.011241367176633,0.0181411947220288,0.00581841539181201,0.0100359433695484,0.0290100668010234,0.0647464203055867,0.0108752159983274,0.00946833155678873
MCM2,0.00157885213125395,0.109852184434981,0.0548705843810695,0.264462449490059,0.00529085734138843,0.00185815369110083,0.188826459729077,0.0862771700817117,0.028638671925407,0.0703514360037552,0.0158506967307309,0.00709345985911801,0.0744103558852147,0.00131535093646073,0.152143944067416,0.00518846517308113,0.00109331054990322,0.475141008310512,0.0593690898333483,0.00283282504094757,0.000513006289478687,0.000561854568086207,0.0099066869326484,0.0146592766798303,0.0585359720892898,0.00270695866527276,0.0340378435120109,0.006210535763632,0.00988332765454984,0.0384039802059686,0.00534892784723797,0.0116850383936428,1,0.236254178159833,0.0315858252336878,0.0748460847504327,0.46335987269836,0.421209659655395,0.00763731989773503,0.151484137573119,0.0112735590449225,0.0031458343355961,0.0009468933511052,0.0762394769964935,0.0154460680820601,0.0103168365674635,0.159267111213718,0.360280738526738,0.00842322128928412,0.28844699287539,0.0323374782327563,0.00139438137937706,0.411311703951368,0.0440126187714039,0.00784806725853156,0.00161427504245773,0.318672299680437,0.101913687943413,0.113561271523235,0.000933711406356826,0.0319356991320645,0.0036973007064186,0.42394556732875,0.00044989934784053,0.326979197409044,0.02099203087484,0.0265169974269547,0.00836924351425837,0.0554490600959697,0.0112879810321965,0.0225926779856302
MEGF10,0.00645979017182842,0.116448469249471,0.0762916290186342,0.104917159542505,0.00594843967361961,0.00484292156096115,0.134303982223238,0.0929919486514045,0.0308167526623319,0.0773843613313039,0.0115139913339796,0.00631491897897536,0.0441669886605459,0.00172958763761034,0.153982229788831,0.018117776749652,0.00412131815567055,0.303877410097794,0.0366216851348318,0.00582943379312346,0.00060947698344533,0.00133313598610159,0.00414502488902099,0.0367741798820712,0.084641857899621,0.0111531079281312,0.0734007484068074,0.0321931018026065,0.0164560395566784,0.0479423902045374,0.0187628976297935,0.0261298373480445,0.236254178159833,1,0.0671762190041762,0.0685057831911527,0.294347377990633,0.260087092617027,0.0234868690475331,0.134256806494961,0.0219184039667226,0.00906745453209979,0.00161171371562515,0.104100664959919,0.0434183222030327,0.0187686811331992,0.158073389748505,0.243530919726313,0.00717580149733057,0.112122418716841,0.0424566165455402,0.00332353184993347,0.30155461826669,0.107130557852268,0.02207202539669,0.00122054109248414,0.210012610951583,0.120837722028749,0.142235542987306,0.00154410698244556,0.0353448475618854,0.00678838216859401,0.280126125191123,0.00229620205008625,0.228586030512442,0.0213192849368354,0.044420983645291,0.00910883392330908,0.0569956199060714,0.0134880436604859,0.0402105482953072
MEIS2,0.037560939327203,0.0748685333980793,0.080254365664776,0.00876030783527675,0.00214185602989179,0.007479953109306,0.00841792629442771,0.0340830150411853,0.00761982545530703,0.0251222206861323,0.0139631236049268,0.012193034167025,0.00442614514855795,0.00469090687868644,0.0844987164669648,0.0549501017447315,0.0236963470933966,0.0435837380811787,0.0223381335872736,0.00821822078560343,0.00200901543001705,0.00207258104146774,0.000656070260971119,0.104101810164586,0.136162867734611,0.049496782646456,0.0217328875689617,0.0592691967765789,0.0435950793241409,0.0303729626800471,0.011282177585749,0.0363105604830246,0.0315858252336878,0.0671762190041762,1,0.01496838353901,0.0415091663030607,0.0370176282270572,0.0939872858783439,0.0483035759445388,0.0389797682741567,0.00968789414629277,0.00395921239757859,0.0874967580375657,0.159748145522153,0.0110096905547467,0.0528236577344083,0.0369424911973357,0.00890671264345221,0.00646398496159326,0.0789693789533558,0.0093165529791705,0.0661005184883626,0.0645012370489286,0.0449518864263505,0.00295346983715906,0.0323187829083123,0.0283676895416673,0.126928671342711,0.00390609863279402,0.0433440006222644,0.0279593667296918,0.0367390774927227,0.0130295391434128,0.0576303787901888,0.00535376239367653,0.089906916259768,0.0269981085444653,0.0521974182510952,0.00746157139538801,0.0350827023270945
MKLN1,0.00083433331560355,0.0501510481642353,0.0371907789394024,0.023866311338685,0.00140837367507845,0.00100709633636351,0.0146932362984367,0.0338825140773215,0.00359726517845183,0.0289826356969796,0.00257438301953494,0.0138325980138898,0.00502202073803158,0.000738926577192255,0.0572647602916278,0.002552227097517,0.000712768817009918,0.0909903881563308,0.00846692220899295,0.00226046378424068,0.000201967689340349,0.000461820123894976,0.00129092204628521,0.0119594023584891,0.0240939791836705,0.00149375763836846,0.00672733554609791,0.00361952786863658,0.00916003462636011,0.0385396976918308,0.00305647245746614,0.00558745539020725,0.0748460847504327,0.0685057831911527,0.01496838353901,1,0.0885140559210053,0.0803318938794646,0.00216696848907653,0.0348998976184956,0.00475213668321973,0.00616879655316827,0.000999276403682899,0.0251645533849622,0.00669929639374146,0.0036234440282722,0.0427311448576156,0.0691819804081265,0.00243671251833947,0.0184761052752473,0.00962177256868732,0.000881708571152009,0.0965771188850817,0.0151533110109469,0.00656337955780178,0.000184315668171036,0.0535940302428095,0.0313995825900541,0.0464967743719666,0.000536382325488339,0.0442002392229231,0.00337973580019469,0.0826765671400091,0.000308138876782907,0.0681315318907297,0.00752304050739814,0.0209350363597366,0.00483312821266522,0.0214201577079295,0.0038345690463673,0.00429378906326706
NEUROD4,0.0020003817711278,0.140589704117986,0.0667856509847062,0.311796122796902,0.00455078774387182,0.00196007468291164,0.219963513021665,0.113605832055445,0.0296391960329908,0.0721231689853365,0.0191967658152189,0.0055810140522952,0.0983216005627691,0.00129208018292472,0.195541143584648,0.00629101064760593,0.00126134502324774,0.529715375687634,0.0747932761206183,0.00282237610625607,0.00064086952155836,0.000556384267572388,0.0131155444636408,0.0177498561922511,0.0784952355032189,0.00319450372707397,0.0385413269631375,0.00702777110249136,0.00931859671413344,0.0425266561584632,0.00558613999208605,0.0128062811391983,0.46335987269836,0.294347377990633,0.0415091663030607,0.0885140559210053,1,0.52634331590477,0.0102028332080063,0.185550575887867,0.012192374076774,0.00285606535221009,0.000993595873639781,0.100097183487511,0.0191282695893942,0.00900980314199441,0.213559363123242,0.43408416279327,0.00608907373704764,0.271150674343321,0.0419706112381608,0.00132339590784507,0.448148445325476,0.0525355225307857,0.0101118040290521,0.00214889119171345,0.392066782559352,0.115060604235121,0.142777248179623,0.000923710182652556,0.0329466451015636,0.00340659135141301,0.49684755297552,0.000419027696730535,0.444426915540696,0.0293730176989859,0.0337336141836535,0.00730178383338636,0.0702639012501145,0.0120465176477766,0.0264896302077358
NHLH1,0.00173854549315654,0.12653209244586,0.0607218100250359,0.296536858745822,0.00345093247933256,0.00149187347872603,0.189883293181162,0.102337453084067,0.0258412718853915,0.0618996715446814,0.017222397118169,0.00483337998226297,0.0919871487002057,0.000919389890136909,0.170334674811164,0.00578165446368184,0.000958237923118568,0.539604175625902,0.0727563794677263,0.00216833358777757,0.000681776128069551,0.000518237380511661,0.0133216837763045,0.0150215662570293,0.0689698613205414,0.00313433626685231,0.0322233418437755,0.00667610932942693,0.00753965630207531,0.0373166782857743,0.00469506510249604,0.0105685800384994,0.421209659655395,0.260087092617027,0.0370176282270572,0.0803318938794646,0.52634331590477,1,0.00969159258005006,0.173932069226876,0.0104981898650235,0.0019727571725409,0.000933992690590921,0.0889871783103253,0.0177290345372813,0.00687214407080545,0.188849327890711,0.393882055429784,0.00463567905477761,0.240088287123477,0.0370667379515225,0.00107029168379018,0.450335023242037,0.0442614067997448,0.00902931341165097,0.00196975132658948,0.346526461066081,0.100499980620959,0.129269116735683,0.000670135530313171,0.0291577181759107,0.00271187228569683,0.46937227833144,0.000315675128861305,0.400380570902065,0.0262294492521997,0.0300136657277474,0.00624423578037806,0.0618637594456201,0.0093946154620757,0.0238955906123138
NNAT,0.0365075862254422,0.0269604298884419,0.0226956668284043,0.00115871501606566,0.00375620113438063,0.0188807609978093,0.00166302023538842,0.00705664095191541,0.00212645844127013,0.00442895768153489,0.00215839233872301,0.00229467065378418,0.00057968597089648,0.0189172647793593,0.0259082115697165,0.0233934659881281,0.041702183336358,0.0112190771893911,0.00522432190851431,0.0256913674980469,0.00156078155785897,0.00130710484182326,0.00179949985549064,0.0559314210241126,0.0670521160087221,0.0520946434379786,0.0128934840261731,0.0305749704145797,0.0180028084960422,0.011761216680071,0.00660836931567373,0.0102759283939455,0.00763731989773503,0.0234868690475331,0.0939872858783439,0.00216696848907653,0.0102028332080063,0.00969159258005006,1,0.0180452855916974,0.0276556102639045,0.00368756379823434,0.00848961095750222,0.0861391940483777,0.0353713274122839,0.00331795488905181,0.0188970100544159,0.0108863283901771,0.00194692398977296,0.000889892115060346,0.0292429810618685,0.0180430866711181,0.0200165417215077,0.0258221729288477,0.0152015099495367,0.00811670579258584,0.0122504992806628,0.0108477854498478,0.0583736628594731,0.0162477139344664,0.00925428923609528,0.0192380381123289,0.00895743424461828,0.0141941007834756,0.0211408736849133,0.00111509577691239,0.0232081474198855,0.00547366724938547,0.0196769588071734,0.0105440764245137,0.00841067374877615
NRP1,0.00485831685295291,0.12396706655996,0.0774282223233057,0.0439635285782887,0.00203285593257566,0.00225541821827127,0.0350619336750891,0.0449209315139841,0.0135174138206163,0.0390734862892292,0.00857996963533528,0.0068271356584437,0.0227305746111363,0.0010010234765272,0.0935160774158652,0.0148347746232614,0.00322610562773465,0.199952441851857,0.0224665297377177,0.002910266414596,0.000370113877271655,0.000901418650887559,0.00228300154755048,0.0347340930757147,0.0810692774320306,0.00987036095909236,0.0272023012649751,0.0187006719568746,0.0150977775072895,0.0355287242103604,0.0101834386185872,0.0217339043654442,0.151484137573119,0.134256806494961,0.0483035759445388,0.0348998976184956,0.185550575887867,0.173932069226876,0.0180452855916974,1,0.0185116390580049,0.00472260435190374,0.00135532285295186,0.0855900868070635,0.035712265371198,0.00866941665323749,0.0707988899945624,0.168709146402366,0.00708935471817359,0.0449634085100693,0.0295584397121143,0.00260936747855939,0.207419655767822,0.0419801569604048,0.0188471898664324,0.000565960109558538,0.113034391520431,0.060926937048812,0.148682029888397,0.00073828532450271,0.0313335794906994,0.00587783048826153,0.177111364923805,0.00159191534886136,0.151242849674646,0.00828276075576398,0.0287381290964428,0.0128107684307653,0.043259091332316,0.00597827705794805,0.0317744980028415
NUP93,0.0369856934440866,0.0296024538405679,0.0145158806950745,0.00232208463670528,0.0152694975996951,0.0333995481916248,0.00380055596704595,0.00686544448343704,0.0156475631354355,0.0220482101685888,0.00837086689233699,0.00345720163977054,0.00120073243536157,0.0513050889073186,0.0275787027873215,0.0311753476317614,0.0425456802156884,0.0137231205355395,0.00853161921980797,0.0382347637031344,0.00300120458169598,0.00398942772725913,0.000878943743464239,0.0690559252377647,0.049250710780624,0.0180680006890674,0.0349156639494807,0.0337778801769504,0.0734767955393651,0.0330141956468731,0.0154282781652436,0.0869182905394739,0.0112735590449225,0.0219184039667226,0.0389797682741567,0.00475213668321973,0.012192374076774,0.0104981898650235,0.0276556102639045,0.0185116390580049,1,0.0308318327983217,0.00306837984039995,0.0441067346594984,0.0312385435552848,0.0544266584925373,0.012552215149538,0.0144609539985576,0.0346583134924074,0.00605118988196205,0.0249171488336176,0.068421376637291,0.0217813792029466,0.0439114925306018,0.0100423683370201,0.00353360747047437,0.0129991653671969,0.0205664806479554,0.0348439311389658,0.0321123242192582,0.0176491732622902,0.0428728853771251,0.0117532166007284,0.0459421126608351,0.0170439585500468,0.00292250519483035,0.0126283885209486,0.0359267711197001,0.0491577945530016,0.0365019419298853,0.0195504856016541
