region,PC1,PC2
A1C,-3.6381361781909467,-0.3314370137316308
DLPFC,1.1882166584793228,0.1786681029411921
IPC,2.028425713488574,-0.3822691578497749
ITC,2.7970045286966756,0.26035630496704604
M1,-2.3847810426672624,-0.41550169583646734
MFC,0.4444564924674919,0.3269084472176327
OFC,1.8226809912945832,1.0402927633191448
S1,-3.3801687162928196,1.0853343067842949
STC,0.1818696246621488,1.0462677975272487
V1,0.3428698042221081,-2.9582046682558047
VLPFC,0.5975621238401259,0.14958481291711898
